probability,word
0.03881661,second
0.03191953,life
0.031261116,state
0.027807131,hutton
0.025554858,emery
0.021558367,vitamin_e
0.020907285,messenger
0.020355029,percentage
0.019739939,field
0.016932534,company
0.016037878,block
0.015973972,corporation
0.0148018915,unsecured_bond
0.013830935,subordinate
0.013479293,roentgen
0.011135174,degree_fahrenheit
0.010272477,common
0.0098963985,termination
0.009422582,junior
0.009255185,delivery
0.007987908,fee
0.007844966,placement
0.007510349,document
0.006513848,return
0.006482985,occidental
0.0060338145,today
0.0060120993,offer
0.005954656,financing
0.005941688,nova
0.00591884,note
0.005295279,resource
0.0052550854,recognition
0.005089024,wells
0.0050559356,superior
0.0049818913,transaction
0.0048619118,charge
0.0047592833,convertible
0.004575051,offshore
0.00456048,owens
0.0044845575,conversion
0.004430916,exceed
0.004397982,battery
0.0043618614,license
0.004204413,montreal
0.0041925134,group
0.0041473815,insurance
0.0041368087,beginning
0.0039852965,unchanged
0.0039735143,spokeswoman
0.0039652507,retention
0.003918415,division
0.0038635547,meter
0.0038231816,gardner
0.0037857117,balance
0.0037647774,uracil
0.0037607297,exchangeable
0.003736488,spokesman
0.0036200332,lincoln
0.003609481,operator
0.0035428859,investment_banker
0.0035412982,management
0.003514641,date
0.0034869707,right
0.0034190603,unable
0.0033775517,later
0.0033439978,part
0.0032474117,issue
0.003226979,plan
0.0032079518,screen
0.003186948,debt
0.0031697345,worth
0.003069017,follow
0.003010096,amusement
0.0029924847,elevation
0.002914265,new
0.0029008666,pay
0.0029003313,tax_return
0.0028315394,bidder
0.0028145646,arsenal
0.002773623,director
0.0027602524,regulative
0.0027336197,liability
0.0027250287,assortment
0.0027243155,nightlong
0.0026644687,casualty
0.0026368496,base
0.0026206095,combining
0.002615798,approximately
0.0025837875,arbitrage
0.0025669634,vacate
0.0025663564,drilling
0.002547247,discharge
0.0024638032,hartford
0.0024453548,lombard
0.0024277137,development
0.0024239195,scenario
0.0024145248,kilometer
0.002384095,cubic
0.002299969,term
0.0022997607,assume
0.002236229,package
0.0022086503,national
0.002208603,employee
0.002170201,outside
0.002162076,arbitrageur
0.002151145,drill
0.0021433674,prefer
0.0021250858,consequence
0.0020996048,belief
0.0020855467,policy
0.002024604,light-emitting_diode
0.0020145215,one-half
0.0020090267,equity
0.001913516,theater
0.0018693561,lower
0.0018571513,leaf
0.0018219169,react
0.0017903518,cash
0.0017806324,connection
0.0017720461,amazon
0.0017687478,athens
0.0017657833,meet
0.0017594142,timing
0.0017415353,providence
0.0017415353,british_shilling
0.0017373648,bridge
0.0017281604,procedure
0.0017278902,war
0.0017218211,warrant
0.0017201118,assert
0.0017151551,quantum
0.0016935207,emerge
0.0016420913,effective
0.0016150043,deal
0.0015698179,greece
0.0015661863,possible
0.0015375738,convert
0.0015296803,sheet
0.0015276065,force
0.0015239615,han
0.0015141604,reception
0.0015133881,extra
0.0015114467,film_editing
0.0014916091,estimate
0.0014713493,personally
0.0014657464,work
0.0014590209,maximum
0.0014443053,detect
0.0014158466,hazard
0.0013894379,ownership
0.0013883319,child
0.0013860756,bundesbank
0.0013572328,entity
0.0013532501,name
0.0013506141,discount
0.0013475624,answer
0.0013425136,sum
0.0013342127,fields
0.0013177114,undeveloped
0.0013084561,commercial
0.0013070094,international
0.0012962384,thunderbolt
0.0012890853,end
0.0012869259,issuer
0.0012655217,bar
0.0012655206,calgary
0.0012644397,tomorrow
0.0012430853,large
0.0012372487,away
0.001206527,worldwide
0.00119194,sinking
0.0011919396,woman
0.0011879065,begin
0.0011870967,movie
0.0011705408,player
0.0011692271,complex
0.0011626527,put
0.0011545774,include
0.0011472892,letter
0.0011100905,announcement
0.0011069438,lashkar-e-taiba
0.001090731,hydrogen
0.0010884736,permanent_wave
0.0010865362,move
0.0010692041,unpaid
0.0010688818,rate
0.0010681227,fast
0.0010537731,liter
0.0010401646,decrease
0.0010354955,publicly
0.0010170678,alexander
0.0010170673,cultural
0.0010059355,privation
0.0009956002,semiannual
0.0009782398,file
0.0009769999,unit_of_measurement
0.00095449237,george
0.00095442275,british
0.000951932,minority
0.00094897026,premium
0.00094015145,determine
0.0009328321,fact
0.0009305685,sell
0.00092864735,material
0.00091899716,aegean
0.0009112847,reduce
0.0008823622,service
0.0008691987,incorporate
0.0008675287,remains
0.00086502015,herbert
0.000852623,time
0.0008475828,question
0.0008428677,person
0.0008408377,share
0.00083389215,westminster
0.0008273984,investing
0.0008194757,abjure
0.00081805844,sumner
0.000803816,acquisition
0.00078259036,stay
0.0007778777,southeast
0.00077586767,believe
0.00077081315,day
0.0007690091,allegedly
0.0007581268,immediate
0.000744709,sculpt
0.0007178789,trial
0.0007048457,herald
0.0006932391,bring
0.000691518,promote
0.0006861974,rede
0.00068604137,enjoy
0.0006726188,depend
0.0006624252,high
0.00066187454,heavily
0.0006437781,dissatisfy
0.0006437772,fraction
0.0006291706,table
0.0006219877,digest
0.00061373255,stock
0.00060894893,early
0.0006047072,funds
0.0006015535,basically
0.00060001336,prove
0.0005894322,topographic_point
0.0005892001,enhance
0.0005879613,east
0.00058599224,turkey
0.00057490345,australian
0.0005739864,march
0.0005732727,summer
0.0005659548,evaluation
0.00056154456,rebuff
0.00056104833,late
0.00054952287,single
0.0005430793,territorial
0.00054307905,antilles
0.0005429547,word
0.0005404621,waters
0.000533509,profitable
0.0005218834,ireland
0.0005218632,newfoundland
0.0005218632,indie
0.0005218632,dick
0.0005210037,enlarge
0.00049146975,deadline
0.00048705714,meeting
0.00047790614,fifth
0.00047021225,abbey
0.00046570975,times
0.0004650904,statement
0.0004507067,western
0.00044991478,swiftly
0.00044778775,spend
0.00043434845,better
0.00043153137,restrict
0.0004285966,regular
0.00041586393,toilet
0.00041022853,climb
0.00040703514,turkish
0.00040092322,signal
0.00039850338,health
0.00039762948,flank
0.0003976291,strenuous
0.00039762873,ankara
0.00039752523,bern
0.00038525957,agreement
0.00035730933,west
0.00034932912,peruvian
0.0003323119,emergency
0.0003228193,act
0.00031391834,blessing
0.00030156458,submit
0.00029888068,reserve
0.0002984002,trillium
0.0002984002,recapture
0.0002984002,fen
0.00029771688,eventuality
0.0002961238,general
0.00029272324,propose
0.00028864323,volunteer
0.00028787597,unite
0.00028213678,annual
0.00027643552,clearing
0.0002746015,provision
0.00027308732,reason
0.0002719456,generate
0.00027045407,stop
0.00026745666,council
0.00026693684,lend
0.00026430795,firm
0.0002506499,temp
0.00024146779,uncover
0.0002351835,mister
0.00023379434,position
0.00022414993,operable
0.00022330161,challenge
0.00022147197,daily
0.00021748988,treaty
0.0002166143,buyout
0.00020651215,small
0.00020523577,island
0.00020190653,calculate
0.0001995925,shy
0.00019924827,instrument
0.00019289956,committee
0.00018921113,office
0.0001753246,likely
0.0001631749,satisfy
0.00015739184,hope
0.0001521394,partnership
0.00014897781,construction
0.00014820648,good
0.00014518836,interest
0.00014440608,load
0.00014438253,capacity
0.00013259942,polymer
0.00013259929,halifax
0.00013259918,upheaval
0.00013259918,kittiwake
0.00013259918,inoperative
0.00013259918,annex
0.0001325974,roosevelt
0.00013246204,start
0.00013062984,nothing
0.00012614531,loan
0.00012585969,budget
0.00011531176,agree
0.000106340456,possibility
0.000104803585,reverse
0.0001040368,insist
0.00010169582,preliminary
0.00010128968,prospect
9.603982e-05,quest
9.415045e-05,entrant
9.326466e-05,sale
8.8815366e-05,replace
8.4578816e-05,surprise
8.2801605e-05,satellite
8.1321516e-05,bank
7.743408e-05,efficaciously
7.673226e-05,capital
7.244172e-05,headquarter
7.159782e-05,floating
7.14969e-05,participant
6.916987e-05,pit
6.9123715e-05,word_picture
6.9123715e-05,turk
6.9123715e-05,old-age_pension
6.9123715e-05,marshall
6.9123715e-05,lying
6.9123715e-05,greatest
6.9123715e-05,entrepreneur
6.912365e-05,surgeon
6.912365e-05,hoffman
6.912365e-05,eight
6.912365e-05,brass
6.9123584e-05,rare
6.9123584e-05,orange_group
6.9123584e-05,disgruntle
6.9123584e-05,curacao
6.912351e-05,midafternoon
6.361668e-05,exercise
5.1073435e-05,call
4.8481834e-05,canada
4.835748e-05,attempt
4.8070106e-05,rupture
4.3696717e-05,point
4.290569e-05,free
4.2269916e-05,recoverable
2.3923945e-05,spoke
2.3789687e-05,addition
1.192661e-05,manner
1.1915945e-05,left
9.707108e-06,prevent
8.985985e-06,stocks
8.585877e-06,application
7.94263e-06,leverage
7.918353e-06,fidelity
6.721885e-06,remark
6.2430827e-06,like
6.0472535e-06,add
3.9546876e-06,asset
3.180761e-06,widen
2.8525458e-06,fund
2.4346818e-06,raise
1.9040908e-06,street
1.3788579e-06,claim
1.0785233e-06,establish
1.0098046e-06,get_down
9.843789e-07,wall
7.0655506e-07,board
6.732133e-07,higher
3.8491817e-07,complete
3.4198717e-07,purchase
1.4770423e-07,average
4.0653347e-08,value
2.5602018e-08,recognize
2.4919812e-08,netherlands
3.3999146e-09,tender
1.0142059e-09,kelvin
9.765436e-10,investor
5.4415494e-10,double
1.8278502e-10,departure
1.542331e-10,week
1.2811542e-10,february
1.1748753e-10,special
6.927013e-11,morning
2.964515e-12,speculate
2.2607612e-13,change
1.661692e-13,monday
1.4272536e-13,hike
8.74602e-14,seek
7.1509666e-14,security
6.3777915e-14,values
5.723976e-14,conditions
3.0770122e-14,expect
1.4331123e-14,condition
3.994103e-15,let
1.300232e-15,suitor
1.0050635e-15,industry
3.6091955e-16,days
2.1701142e-16,france
1.8904187e-16,outstanding
7.346497e-17,exploration
1.4885398e-17,dealing
3.3014226e-18,populace
1.6151714e-18,canadian
1.3428503e-18,match
9.48012e-19,engagement
2.7622102e-19,keep
1.450887e-19,stockholder
1.8923991e-20,option
1.13969155e-20,exchange
5.2674857e-21,buyer
3.865478e-22,talk
2.5006098e-22,german
2.3864355e-22,semen
2.0006463e-22,technology
1.4556913e-22,get
1.1709309e-22,market
9.732608e-23,rose
9.020681e-23,subject
3.9535973e-23,boost
3.216742e-23,give
2.777621e-23,production
2.0683537e-23,militia
2.0637668e-23,major
1.7796618e-23,enable
1.451266e-23,lloyd
1.3698128e-23,growth
1.087732e-23,september
1.082508e-23,associate
8.58349e-24,announce
4.436355e-24,example
1.8837235e-24,restructure
1.4952215e-24,cut
1.4836081e-24,april
1.4450063e-24,control
1.2323308e-24,take
1.2275873e-24,central
5.529308e-25,measure
3.6148696e-25,structure
3.3843075e-25,degree
3.368658e-25,filing
3.2496445e-25,necktie
2.5527e-25,buy
2.5216996e-25,details
1.4533697e-25,history
1.3401692e-25,monetary_value
1.1075313e-25,similar
8.3871716e-26,things
8.257645e-26,wage
8.0725745e-26,restriction
7.3348416e-26,partially
7.31771e-26,january
7.3077233e-26,see
6.736326e-26,falls
5.290631e-26,previously
4.9227832e-26,future
4.8791666e-26,holocene
4.3091687e-26,president
4.1198606e-26,command
3.5980836e-26,proposal
3.5134336e-26,york
3.4392533e-26,available
3.3610316e-26,bargain
3.2648765e-26,eastern
2.9917593e-26,misdemeanor
2.8277255e-26,brown
2.214281e-26,area
2.1913994e-26,fiscal
2.190271e-26,american
2.0457904e-26,class
1.951191e-26,night
1.8462445e-26,previous
1.844365e-26,post
1.7267547e-26,banks
1.668974e-26,refund
1.5714246e-26,coincide
1.5690467e-26,augment
1.4727127e-26,analyst
1.4333441e-26,government
1.4188084e-26,decide
1.3756548e-26,property
1.344639e-26,stopping_point
1.3088937e-26,park
1.2667277e-26,official
1.236629e-26,assurance
1.22724416e-26,antimonopoly
1.2116007e-26,aerospace
1.1848892e-26,system
1.15309154e-26,result
1.1072645e-26,happen
1.0955549e-26,oil
1.034524e-26,expense
9.966621e-27,ohio
9.808249e-27,use
8.787698e-27,situation
8.313363e-27,kind
8.279531e-27,sea
7.8014045e-27,footing
7.695176e-27,universe
7.496186e-27,year
7.427105e-27,devising
7.1025546e-27,bacillus
7.0231555e-27,transport
6.933235e-27,clasp
6.865046e-27,produce
6.780098e-27,negotiation
6.759541e-27,hit
6.741876e-27,executive
6.696661e-27,federate
6.603461e-27,need
6.570143e-27,think
6.501306e-27,exalted
6.4910226e-27,approve
6.3761924e-27,mention
6.296861e-27,disclosure
6.2857974e-27,television
6.1418738e-27,yesterday
6.0497442e-27,lending
6.0190827e-27,savings
5.871873e-27,necessitate
5.696427e-27,rates
5.60608e-27,amalgamation
5.5908105e-27,completion
5.5267295e-27,flow
5.4337652e-27,estate
5.3699068e-27,receive
5.2998395e-27,successful
5.269319e-27,head
5.2031436e-27,duty
5.1930902e-27,professional
5.1561378e-27,sink
5.1001317e-27,initial
5.0778264e-27,continue
5.06844e-27,influence
5.0658117e-27,bourse
5.055522e-27,trading
5.054153e-27,pei
5.038022e-27,incident
5.019472e-27,suspend
5.0098688e-27,predict
5.002822e-27,energy
4.992508e-27,publish
4.9460654e-27,payment
4.931803e-27,united_states
4.9205653e-27,giant
4.9202653e-27,creditor
4.9193832e-27,run_out
4.9131004e-27,sketch
4.910234e-27,help
4.8960375e-27,repeat
4.8606797e-27,assertion
4.849845e-27,greater
4.8426904e-27,billion
4.840437e-27,entertainment
4.8346057e-27,barrels
4.8230744e-27,drawing
4.822743e-27,trade
4.8153714e-27,ailment
4.814747e-27,situate
4.81102e-27,aid
4.7971652e-27,operations
4.794147e-27,majority
4.7921174e-27,department
4.772761e-27,connecticut
4.7670657e-27,record
4.7635208e-27,opportunity
4.7553144e-27,people
4.7392695e-27,aluminum
4.738655e-27,brady
4.7320977e-27,australia
4.7304553e-27,electrical
4.712534e-27,highly
4.709515e-27,say
4.705385e-27,apparently
4.704703e-27,norway
4.702406e-27,law
4.70194e-27,sovereignty
4.697189e-27,survey
4.694914e-27,accumulative
4.6834657e-27,support
4.6721346e-27,warner
4.6525707e-27,sycamore
4.651506e-27,purpose
4.6363416e-27,guess
4.6333183e-27,mail
4.616857e-27,factor
4.6155716e-27,income
4.5952977e-27,dressed_ore
4.59493e-27,aviation
4.587661e-27,robinson
4.587661e-27,courage
4.585719e-27,federal
4.5804742e-27,scale
4.5773477e-27,necessity
4.554044e-27,services
4.553019e-27,cargo
4.5367568e-27,slightly
4.529926e-27,news
4.5237783e-27,certain
4.513281e-27,suggestion
4.511938e-27,desire
4.5078093e-27,soon
4.5012623e-27,robert
4.499254e-27,dividend
4.4912286e-27,save
4.4887622e-27,sign
4.4880774e-27,tantalum
4.4860062e-27,split
4.480995e-27,declare
4.4790124e-27,foreign
4.4776458e-27,fully
4.4750334e-27,low
4.4745724e-27,radio
4.465211e-27,drain
4.4608698e-27,decision
4.454629e-27,inform
4.451826e-27,facility
4.4493642e-27,operate
4.4490757e-27,internet
4.4464118e-27,crunch
4.443631e-27,court
4.442716e-27,action
4.436348e-27,willingness
4.4360264e-27,make
4.430919e-27,difficult
4.4291108e-27,broadcast
4.4274383e-27,federally
4.425058e-27,liner
4.4200135e-27,recovery
4.418412e-27,spin
4.411456e-27,main
4.4072345e-27,activity
4.404461e-27,shop
4.4031003e-27,costs
4.397897e-27,play
4.397595e-27,member
4.396018e-27,army_for_the_liberation_of_rwanda
4.3915598e-27,fear
4.390052e-27,wednesday
4.388361e-27,cable
4.3866876e-27,identity
4.385784e-27,steel
4.38483e-27,conference
4.3828403e-27,win
4.381854e-27,losings
4.381737e-27,ministry
4.3803832e-27,loss
4.3770926e-27,undisclosed
4.377076e-27,england
4.373671e-27,emphasis
4.371369e-27,putt
4.3711025e-27,spouse
4.3711025e-27,franchise
4.3704023e-27,banking
4.3700687e-27,gain
4.369002e-27,forward
4.3683854e-27,supermarket
4.3660697e-27,money
4.3656368e-27,interview
4.3644377e-27,one-fourth
4.363955e-27,holder
4.3625237e-27,protect
4.3619744e-27,advisory
4.361858e-27,accident
4.3595292e-27,software
4.3572016e-27,bad
4.3559385e-27,certificate
4.3547753e-27,significant
