probability,word
0.16454062,canada
0.15270233,canadian
0.05708472,property
0.034036607,city
0.025802078,center
0.025758494,principle
0.022182139,state
0.017189385,terminal
0.011692599,continue
0.011434318,philadelphia
0.00997906,site
0.009810903,elevator
0.009591282,heritage
0.009092417,get
0.00884608,shopping
0.008448032,avon
0.008240631,estate
0.008201915,convention
0.0068400023,receive
0.006787498,farm_credit_system
0.0066055376,cash
0.006589707,operate
0.0058172876,two
0.005205341,brunswick
0.0050324267,eastman
0.0050098323,alveolar_consonant
0.0047780885,department_of_energy
0.0044921916,seven
0.00414073,rabbit
0.0039472445,return
0.003686714,geothermal
0.0033891222,greyhound
0.003389119,bus
0.0033891012,mayonnaise
0.0033366836,international
0.003310959,dawn
0.0033109558,leasehold
0.0033109558,imagination
0.0029352417,xerox
0.00285715,boise
0.0028571459,obscure
0.0028180832,window
0.0027228324,killing
0.002627589,business_district
0.0024901724,launching
0.0024816212,seton
0.00248162,scrubber
0.0024712887,market
0.002442581,peasant
0.0024425741,sebaceous_cyst
0.0023644862,explode
0.0023644818,summary
0.0023644818,circle
0.0023644571,bannister
0.002263858,reading
0.0022077397,right
0.0021449123,suburban
0.0020282778,maple
0.0020282702,clorox
0.0020282604,polyester
0.0020019442,destroy
0.0019892636,joist
0.0019892626,sausage
0.0019892626,advanced
0.0019892617,battalion
0.0019892608,burger
0.0019892599,sear
0.0019502521,relistening
0.0019502521,diversion
0.0019111414,dusseldorf
0.0016479595,company
0.0016225843,certain
0.0015754758,flour
0.0015754751,bowling
0.0015754736,gateway
0.0015754728,yankee
0.0015754706,baltimore
0.0015742886,ribavirin
0.0015365287,punch
0.0015365287,elk
0.0015365272,independently
0.0014975879,starter
0.0014975871,rockefeller
0.0014975871,gangrene
0.001497585,mentor
0.001497585,lexington
0.0014975843,rejuvenation
0.0014975814,retreat
0.0014975622,educate
0.0014975622,australasian
0.0014975478,unqualified
0.0014975378,greene
0.0014928031,agree
0.0014026877,shed
0.0014026877,adjacent
0.0011666646,include
0.0011238499,ice_lolly
0.0011238493,stevenson
0.0011238488,cyanamide
0.001123846,pepsi
0.0010928749,sell
0.0010850622,rend
0.0010850617,roebuck
0.0010850617,landing
0.0010850617,exhibition
0.0010850617,decoration
0.0010850617,childhood
0.0010850617,butcher
0.0010850611,weir
0.0010850611,pad
0.0010767686,par
0.0010524484,option
0.0010520525,development
0.0010300312,sum
0.0009518889,destruction
0.00075652736,frederick
0.00069962104,responsible
0.00067545555,rendition
0.00067545555,bake
0.0006754552,third
0.0006754552,responsive
0.0006754552,dog
0.0006754549,incremental
0.0006754549,embroil
0.0006754549,duplicator
0.00067545456,urban
0.00067545456,precursor
0.00067545456,bc
0.00067545427,brine
0.00067545363,wellhead
0.0006754533,oxford
0.0006754533,edinburgh
0.000675453,ring
0.00067545136,linz
0.00067477435,grope
0.00067169545,familiar
0.0006371845,wooden
0.0006371845,chicken_coop
0.00063718413,warm
0.00063718413,volga
0.00063718413,national_oceanic_and_atmospheric_administration
0.00063718413,dormant
