probability,word
0.084541894,bank
0.07197573,money
0.06505861,percentage
0.06421759,market
0.06372653,national
0.04399658,days
0.043924678,aid
0.041347735,deficit
0.034759976,england
0.023725446,uracil
0.023513183,central
0.021956936,state
0.021227587,kelvin
0.01906036,term
0.018308042,revise
0.018165525,set
0.017713636,supply
0.017208666,estimate
0.016842844,liquid
0.016560907,prognosis
0.016111953,short
0.01443155,note
0.012960172,rates
0.012621356,second
0.008732825,florida
0.008489638,excess
0.007865429,lloyd
0.007796375,drain
0.006385337,explosion
0.0055002254,majority
0.0051120124,hanker
0.0046598543,circulation
0.0046368935,thailand
0.004569936,barter
0.0042453655,position
0.0040965932,change
0.004053093,dealing
0.0040147533,thai
0.003813339,coastal
0.0035062681,local
0.0032611836,new
0.0031819614,switzerland
0.0031463124,outright
0.0029504641,consist
0.0028803088,redemption
0.0026784071,maine
0.002658144,take
0.0022735205,worth
0.002183429,supernumerary
0.0019667088,sight
0.001892993,zimbabwe
0.0016854525,kill
0.0016335312,liberian
0.0016111968,flare
0.0014960847,intelligence
0.0014188034,baht
0.0013953822,purchase
0.0012803001,billion
0.0010383609,jacksonville
0.0010352541,sealing_wax
0.001035218,tons
0.0008856391,diary
0.00087848597,scotland
0.00085621973,tampico
0.00085038866,deposit
0.00082421594,evening
0.0008057029,requirement
0.0006425443,brunei
0.00062036834,belonging
0.00062036805,surpass
0.00062036805,disburse
0.00062036805,arnold
0.0006203598,undamaged
0.0006203598,cracker
0.0006203598,catalytic
0.0006092155,yesterday
0.00058284466,establish
0.00056668685,undervalue
0.0005663538,turkey
0.0005663538,boiler
0.00050113566,modesty
0.00047363114,need
0.0004724645,march
0.00043008928,turkish
0.000428474,compare
0.0004248897,banking
0.0003903857,beginning
0.0003643005,schiller
0.00036430033,undertone
0.00036430033,tip
0.00036430033,overview
0.00036430033,finely
0.00036429998,fixture
0.00036429998,el_salvador
0.00036429998,dunkirk
0.0003642998,counterproductive
0.00036429946,resell
0.00036429946,cylinder
0.00036429823,undock
0.00036429823,madeira
0.00036429823,deluge
0.00036429823,bunker
0.0003509928,approve
0.0003050722,portland
0.0002363899,february
0.00019384948,combination
0.00017478103,buoy
0.00015762121,boundary
0.00013828216,adenosine_triphosphate
0.00013828203,inward
0.0001382819,grape
0.00013828177,saddle
0.00013828177,overdraft
0.00013828177,mismatch
0.00013828151,babylon
0.00013828138,jamestown
0.000102260965,lake
