probability,word
0.047878224,state
0.041044906,year
0.03922242,net_income
0.030625863,company
0.023352861,one-fourth
0.018872673,billion
0.018639933,second
0.017586106,expect
0.016568813,share
0.014318779,report
0.012773847,percentage
0.012567637,consequence
0.011273784,gross_sales
0.011152152,internet
0.01015065,end
0.01013582,addition
0.009931115,gross
0.009032235,fiscal
0.008764617,operate
0.0077453326,see
0.0071698264,income
0.0063630156,tax
0.006209135,loss
0.0061366996,compare
0.006044602,earlier
0.005911303,rose
0.0055526816,lower_berth
0.005314096,costs
0.0052356063,operations
0.005203279,business
0.0051449793,higher
0.0049730097,fourth
0.004881709,better
0.0046678027,calendar_month
0.0045382464,january
0.0045134802,growth
0.004474606,gain
0.004329267,president
0.004320045,group
0.0041788593,continue
0.004172092,merchandise
0.0041168686,connecticut
0.004022539,charge
0.0038856717,increase
0.0038599768,ago
0.0038277784,estimate
0.0037244826,losings
0.003612465,chemical
0.0035770568,march
0.0035619237,december
0.003559377,corporation
0.0034717238,sum
0.0034261432,phosphorus
0.0034197157,reduce
0.0033846665,time_period
0.0032659096,industry
0.003198387,rise
0.0031222415,employee_turnover
0.0030697212,include
0.0030644094,hide
0.0030643772,february
0.0030612021,dividend
0.0030473229,degree
0.0030314429,associate
0.0029747053,annual
0.0028365557,debt
0.0027987151,plan
0.0027951368,loan
0.0027692197,record
0.0026467445,one-half
0.0026135438,figure
0.002583886,previous
0.0024849616,strong
0.0024514864,current
0.0024361059,expense
0.002405739,ending
0.0023942685,new
0.0023675922,property
0.0023351714,post
0.002311735,sale
0.0022901942,decrease
0.0022786444,capital
0.0022625942,total
0.0022604556,cash
0.0022544416,old_age
0.0022449961,change
0.002226367,restructure
0.0021660584,order
0.0021412966,monetary_value
0.0021318484,acquisition
0.0020226876,development
0.0019893444,significant
0.001976376,chiefly
0.0019520039,payment
0.0019003187,prognosis
0.0018773788,improvement
0.0018510986,assets
0.0018267693,dome
0.0018095773,statement
0.0018012259,drop
0.0017715755,crown
0.0017682605,gas
0.0017530313,accounting
0.0017500955,term
0.0017276397,unit_of_measurement
0.0017013199,guilder
0.0016858857,add
0.0016854099,fuel
0.0016630306,extraordinary
0.0016384216,cost
0.0015771978,tax_return
0.0015659131,food
0.0015554512,reflect
0.0015238139,analyst
0.0015235946,consolidate
0.0014916583,sector
0.0014440863,previously
0.0014316314,history
0.0014187925,steel
0.0014130827,result
0.0014090698,subordinate
0.0014002947,time
0.0013934241,flow
0.001384118,establish
0.0013812341,investing
0.0013408847,decline
0.0012890662,estate
0.0012799107,head
0.0012764896,final
0.001273479,exceed
0.0012476406,real_number
0.001242084,royal
0.001237716,impact
0.0012279563,future
0.0012234198,system
0.0012206793,line
0.0012167102,executive
0.0012131145,selling
0.0012116992,margin
0.0012089624,general
0.0012040505,equity
0.0011990841,spending
0.001192371,balance
0.0011896257,extra
0.0011560807,resource
0.0011535428,value
0.0011447165,canadian
0.0011446499,affect
0.001140952,aggressively
0.0011090148,write
0.001100481,provision
0.0010991652,profitable
0.001090743,drilling
0.0010861187,september
0.0010853276,living_quarters
0.0010833686,large
0.0010800416,well
0.0010718529,technology
0.0010674455,today
0.0010663726,activity
0.0010576664,recovery
0.001052357,class
0.0010474209,liter
0.001014224,major
0.0010134694,profitableness
0.0010095712,use
0.0010091981,doomed
0.0010008089,prior
0.0009961725,diamond
0.0009845137,significantly
0.00096935284,poster
0.00096899236,north
0.0009685877,coverage
0.00096634566,services
0.00096269854,section
0.00095853204,seven
0.0009570915,start
0.00095638714,asset
0.00095075846,worsen
0.00093062484,return
0.0009292405,effective
0.0009258998,outgo
0.0008977013,average
0.00089436054,commissariat
0.0008773549,stock
0.00087726535,exclude
0.00087325706,uracil
0.000871512,white_clover
0.00086030405,hanker
0.0008577325,fabrication
0.00085672614,particular
0.00084032386,meeting
0.00082811003,occupation
0.00082614395,military_officer
0.0008240387,cause
0.00081713835,pay
0.0008092884,item
0.0008052654,contempt
0.00080491183,inventory
0.00080370257,lend
0.00080176996,market
0.000795014,flat
0.0007842441,factor
0.0007794583,sharp
0.00077481475,november
0.0007715379,show
0.00076356693,keep
0.00076028943,volume
0.0007568459,following
0.0007514157,release
0.0007506733,high
0.00074949086,comparable
0.0007482325,production
0.0007444608,interim
0.00074164756,early
0.0007406728,williams
0.00073885336,stay
0.0007386913,benefit
0.00073785207,energy
0.0007290347,militia
0.00072660396,consumer
0.00072279276,sheet
0.00072176574,revise
0.0007172432,project
0.00071612874,announce
0.00071263546,mentality
0.0007114369,expansion
0.00070581934,possible
0.0007048716,repeat
0.00070449186,postpone
0.0007003834,stockholder
0.0006973748,october
0.0006949847,impute
0.00069227815,mellon
0.00069183565,integrate
0.00068957824,trump
0.00068828854,delay
0.0006830814,good
0.00067992497,predict
0.0006772842,depreciation
0.00067650474,incur
0.0006723344,industrial
0.00066767127,direct
0.00066343293,sun
0.00066106766,certain
0.0006530502,lease
0.0006511298,book
0.00064640475,holocene
0.00064311875,management
0.00063548377,international
0.000631311,undertaking
0.0006304611,dutch
0.0006249231,west
0.00062355446,discovery
0.0006147328,restaurant
0.00061319844,produce
0.0006125608,wells
0.0006120416,excess
0.00060782855,data
0.00060588366,remainder
0.0006054987,ratio
0.0006038405,software
0.00059647014,elect
0.0005948401,brown
0.0005941017,communications
0.0005927977,exploration
0.0005856601,represent
0.0005781457,avon
0.0005749498,position
0.00057398964,frailty
0.00057379587,assume
0.0005730516,river
0.0005729505,decision
0.00057019835,staff
0.00056680385,scope
0.0005630117,degree_fahrenheit
0.0005599982,nevada
0.00055898813,raise
0.00055895216,bring
0.0005580983,automotive
0.0005528948,positive
0.00055170915,particularly
0.0005504281,insurance
0.00054894015,problem
0.0005484375,prospect
0.000546053,default
0.00053926685,microwave
0.0005390486,cement
0.00053698826,august
0.0005354679,double
0.0005344527,universal
0.00053361483,preliminary
0.0005332898,july
0.0005302771,carbide
0.0005281223,screen
0.00051544234,adjustment
0.0005148641,weak
0.0005134715,recognition
0.00051133113,approximately
0.0005106538,plant
0.0005102974,capacity
0.00051023293,care
0.0005088502,partially
0.00050455914,shell
0.0004992062,wage
0.0004965695,generate
0.00049639476,backlog
0.0004961023,get_down
0.0004934213,shop
0.0004867885,lucky
0.00048373418,engine
0.00048321363,unchanged
0.00047849535,fall
0.00047805975,unite
0.00047784735,distribution
0.00047064474,traffic
0.0004666605,remains
0.00046591254,accelerate
0.0004590658,reorganization
0.0004583049,trust
0.000454901,lab
0.0004503445,recover
0.00044881128,cent
0.0004464876,mix
0.00044526593,texas
0.0004393052,bally
0.0004370622,fully
0.00043610937,fine
0.00043113524,negative
0.00043111693,slump
0.00042811476,delivery
0.0004269682,expectation
0.00042195947,area
0.00041949708,attend
0.00041787917,aureate
0.0004177166,beginning
0.00041727623,footing
0.00041155613,research
0.00041146253,refund
0.0004105743,liabilities
0.00040900582,initial
0.0004085838,light
0.00040622425,satisfactory
0.00040309413,duty
0.00040011937,oak
0.00039995703,labor
0.00039987714,louisiana
0.0003989348,accumulation
0.00039325433,conveyance
0.00039240412,power
0.00039171448,murder
