basic word,probability,word form Word2Vec
ax,0.2790340185165405,ax
ax,0.16359242700599452,axes
ax,0.15051989229260698,axed
ax,0.1491824688747414,axing
ax,0.14262677566493664,longbow_arrows
ax,0.13980839705493509,slash
ax,0.13452708471486474,hatchet
ax,0.1344191947241704,chopping_block
ax,0.13411617303687962,scythe
ax,0.13166027452587414,sledgehammer
ax,0.13153692534813644,machete
ax,0.13097126379834378,chop
ax,0.13093745982022043,knive
ax,0.13087670413407793,cleaver
ax,0.13013415588842747,chainsaw
ax,0.1275023769008392,knife
ax,0.1273891398110223,knives
meter,0.05300619825720787,meter
meter,0.045339800434120114,meters
meter,0.03211277425384518,###metre
meter,0.0319316639129581,hurdle_prelims
meter,0.03110752087075208,TRUE2go_blood_glucose
meter,0.03107434068793169,##metre
meter,0.030340067222980105,carved_plaster_sarcophagus
meter,0.030023866589097947,kilometer
meter,0.02987787631222072,meter_springboards
meter,0.02987238208846099,##metres
meter,0.029797191156167857,nanometers_billionth
meter,0.029584395036047706,ft
meter,0.02949211482467673,###meters
meter,0.029343410609783627,###meter
meter,0.029239721748616,###feet
meter,0.029031708983741522,Bolt_shatters
meter,0.028880733149019067,m
meter,0.02844297399923379,##-##.##_ft.
meter,0.02843391595465694,#.#metres
meter,0.028214725177325928,###metres
meter,0.028141079199270003,twin_mast_ketch
meter,0.02804174085340838,4km
meter,0.028038407669931376,##meters
meter,0.028009413712804854,meteres
meter,0.027954477794038812,hurldes
meter,0.027916767009222188,Meter
meter,0.027777487331117623,champion_Me'Lisa_Barber
meter,0.027695048699396763,tall_Buddha_statue
meter,0.027668399028658808,microns_millionths
meter,0.02764058985238904,#.#km
meter,0.02756351590838757,centimeter
meter,0.027427370370576076,#.#mx
meter,0.027381119685343958,#.##metres
meter,0.027210940922495208,platform_synchro
meter,0.027204040758785464,mtr
meter,0.02712509328132251,Ethiopia_Gelete_Burka
meter,0.027002400535212523,2km
meter,0.026946839052154115,#.##m/##-##
meter,0.02672979983685897,Bloodhound_supersonic_car
meter,0.02672852343294929,champion_Sureyya_Ayhan
meter,0.026558101395097955,meter_cd/m2
meter,0.0265376599760494,bronze_medalist_Carmelita_Jeter
meter,0.026426085213499206,##.##ft
meter,0.026370143020858827,1km
meter,0.026363067509582283,steeple_chase
meter,0.026338311908507328,2ft_6in
meter,0.026148374160383514,####metres
meter,0.026120383317715712,####m
meter,0.02598006419187282,Ethiopia_Bekele
meter,0.025940925351196853,clocking_#:##.#
meter,0.025930295497350042,##.#ft
meter,0.0258770783006802,Cuche_sped
meter,0.025783061990427125,lacy_sleeves
meter,0.025753987468202344,km
meter,0.025739817489155548,8km
meter,0.02573866588216278,China_Tan_Zongliang
meter,0.025738209346605978,long_caiman_crocodiles
meter,0.025698171652186685,foot_marble_frieze
meter,0.025692393081021336,feet
meter,0.02559255554749207,sprint_medley_relays
meter,0.025561019840500854,FoodSaver_R_Health
meter,0.02554178215880276,##min_##.##sec
meter,0.025500711335476378,champion_Olga_Yegorova
meter,0.02549552041561598,g_t_Au_Eq
meter,0.02549233888408864,###.#ft
meter,0.025491836537005375,micron_millionth
meter,0.025416190648863246,3mins_##.##secs
meter,0.02539757853145752,Lauryn_Newson
meter,0.02539173993139543,#-#.##_#.##m
meter,0.025378094415341224,Eloise_Wellings
meter,0.025334235407731942,gold_medalist_Jeremy_Wariner
meter,0.02525240338380974,runner_Anton_Galkin
meter,0.025231661820277473,###m
meter,0.025225147105273127,clocking_##:##.##
meter,0.025215521945592845,##'#_¼
meter,0.025203024877115787,t_Au_##.#g_t
meter,0.025198058275764268,2ft_6ins
meter,0.025184981454521305,diameter_payload_fairing
meter,0.025176627959627274,###m_###ft
meter,0.0251688984493178,Intermediate_Hurdles
meter,0.025164637977356907,silver_medalist_Lauryn
meter,0.025146164874238375,Isinbayeva_cleared
meter,0.02514122196850399,A1CNow_+
meter,0.025130851186737857,##km
meter,0.02512570449869611,Mychal_Dungey
meter,0.025121859489888987,Breastroke
meter,0.025098956886073998,##.##m/##-#.#
meter,0.025094423124662146,Kimberlyn_Duncan
meter,0.02505817672898447,8min_##.##sec
meter,0.025042945186290022,freestyle_sprints
meter,0.025042158491801136,ft.
meter,0.025022111999704832,meter_dash
meter,0.025013978084196253,meter_hurdles
meter,0.02500535603897469,5km
meter,0.02497527840229119,meters/##_feet
meter,0.02493289800119114,Takeia_Pinckney
meter,0.024929574295960988,Sweden_Stefan_Holm
meter,0.024902526538855163,Agent_PAA
meter,0.024884925434447203,multispace
meter,0.024846195738093768,##'
meter,0.02484422110333251,#.##ft
meter,0.024832927772205915,#.#kms
meter,0.024785647117482323,Southerly_swell
meter,0.024758441389595598,###mts
meter,0.02474193344299147,##minutes_##seconds
meter,0.0247375892465167,1m_springboard
meter,0.024734791583986948,#.##seconds
meter,0.02469947247679316,1m_##cm
meter,0.024693177341174266,##:#.##
