document,probabilities,topic,,,,,
./files/datasets/data/20news-bydate-train/rec.autos/102975,0.0666666666667,0.05,0.25,0.333333333333,0.2,0.1,4
./files/datasets/data/20news-bydate-train/rec.autos/101618,0.0892857142857,0.125,0.339285714286,0.357142857143,0.0178571428571,0.0714285714286,4
./files/datasets/data/20news-bydate-train/rec.autos/102768,0.489156626506,0.0433734939759,0.284337349398,0.0867469879518,0.0771084337349,0.0192771084337,1
./files/datasets/data/20news-bydate-train/rec.autos/103761,0.0454545454545,0.238636363636,0.352272727273,0.272727272727,0.0568181818182,0.0340909090909,3
./files/datasets/data/20news-bydate-train/rec.autos/103005,0.0625,0.104166666667,0.375,0.375,0.0833333333333,0.0,3
./files/datasets/data/20news-bydate-train/rec.autos/102934,0.12,0.0,0.4,0.36,0.04,0.08,3
./files/datasets/data/20news-bydate-train/rec.autos/103116,0.112676056338,0.0985915492958,0.30985915493,0.267605633803,0.12676056338,0.0845070422535,3
./files/datasets/data/20news-bydate-train/rec.autos/102741,0.107594936709,0.126582278481,0.417721518987,0.227848101266,0.0759493670886,0.0443037974684,3
./files/datasets/data/20news-bydate-train/rec.autos/102795,0.222222222222,0.166666666667,0.166666666667,0.333333333333,0.0,0.111111111111,4
./files/datasets/data/20news-bydate-train/rec.autos/101645,0.0923076923077,0.215384615385,0.315384615385,0.130769230769,0.146153846154,0.1,3
./files/datasets/data/20news-bydate-train/rec.autos/101634,0.0694444444444,0.159722222222,0.486111111111,0.180555555556,0.0833333333333,0.0208333333333,3
./files/datasets/data/20news-bydate-train/rec.autos/101578,0.305084745763,0.0847457627119,0.186440677966,0.28813559322,0.0677966101695,0.0677966101695,1
./files/datasets/data/20news-bydate-train/rec.autos/102974,0.0428571428571,0.228571428571,0.157142857143,0.371428571429,0.185714285714,0.0142857142857,4
./files/datasets/data/20news-bydate-train/rec.autos/102845,0.206081081081,0.202702702703,0.25,0.22972972973,0.0709459459459,0.0405405405405,3
./files/datasets/data/20news-bydate-train/rec.autos/102811,0.0769230769231,0.288461538462,0.288461538462,0.211538461538,0.134615384615,0.0,2
./files/datasets/data/20news-bydate-train/rec.autos/102758,0.0576923076923,0.105769230769,0.413461538462,0.269230769231,0.115384615385,0.0384615384615,3
./files/datasets/data/20news-bydate-train/rec.autos/102838,0.168224299065,0.168224299065,0.345794392523,0.158878504673,0.0747663551402,0.0841121495327,3
./files/datasets/data/20news-bydate-train/rec.autos/102976,0.140096618357,0.106280193237,0.367149758454,0.256038647343,0.0579710144928,0.0724637681159,3
./files/datasets/data/20news-bydate-train/rec.autos/103114,0.162790697674,0.104651162791,0.418604651163,0.232558139535,0.0697674418605,0.0116279069767,3
./files/datasets/data/20news-bydate-train/rec.autos/102994,0.0588235294118,0.078431372549,0.352941176471,0.352941176471,0.0980392156863,0.0588235294118,3
./files/datasets/data/20news-bydate-train/rec.autos/102927,0.120567375887,0.113475177305,0.276595744681,0.22695035461,0.241134751773,0.0212765957447,3
./files/datasets/data/20news-bydate-train/rec.autos/102753,0.123711340206,0.185567010309,0.340206185567,0.247422680412,0.0412371134021,0.0618556701031,3
./files/datasets/data/20news-bydate-train/rec.autos/102748,0.148148148148,0.111111111111,0.296296296296,0.333333333333,0.0925925925926,0.0185185185185,4
./files/datasets/data/20news-bydate-train/rec.autos/101567,0.0512820512821,0.0641025641026,0.217948717949,0.25641025641,0.320512820513,0.0897435897436,5
./files/datasets/data/20news-bydate-train/rec.autos/102897,0.0909090909091,0.109090909091,0.272727272727,0.4,0.109090909091,0.0181818181818,4
./files/datasets/data/20news-bydate-train/rec.autos/103225,0.0384615384615,0.115384615385,0.5,0.25,0.0384615384615,0.0576923076923,3
./files/datasets/data/20news-bydate-train/rec.autos/102951,0.151515151515,0.106060606061,0.287878787879,0.242424242424,0.121212121212,0.0909090909091,3
./files/datasets/data/20news-bydate-train/rec.autos/102856,0.0773480662983,0.193370165746,0.375690607735,0.232044198895,0.0497237569061,0.0718232044199,3
./files/datasets/data/20news-bydate-train/rec.autos/102770,0.196525515744,0.161780673181,0.348534201954,0.159609120521,0.102062975027,0.0314875135722,3
./files/datasets/data/20news-bydate-train/rec.autos/101590,0.126984126984,0.0793650793651,0.507936507937,0.206349206349,0.0793650793651,0.0,3
