basic word,probability,word form Word2Vec
second,0.018848875537514687,second
second,0.016828522745885754,third
second,0.016536541390728576,fourth
second,0.015641349856802877,fifth
second,0.015026108325029708,first
second,0.014880969245693487,sixth
second,0.014288538862618272,seventh
second,0.013907926128383985,eighth
second,0.013472487544245237,ninth
second,0.012714651616538175,fouth
second,0.011745305873655632,eleventh
second,0.011582371986191609,##th
second,0.011387184096168013,thrid
second,0.011236166966694494,twelfth
second,0.011216007232049297,tenth
second,0.01120314000952971,2nd
second,0.010975159969772275,thirteenth
second,0.010888096969516203,##nd
second,0.010782974019727054,fourteenth
second,0.01071769530696376,##st
second,0.010660369712878204,##rd
second,0.010657772225890927,final
second,0.010462774204077041,seond
second,0.010448655424246112,3rd
second,0.01025631892780976,4th
second,0.010234276239794893,thesecond
second,0.010168613296690054,fifteenth
second,0.010055625983185101,eigth
second,0.009985827508246281,midway_through
second,0.009876764512235514,foruth
second,0.009761709994553835,seveth
second,0.009719106489344265,fourh
second,0.009531058318094088,fifith
second,0.009452911259330676,7th
second,0.009411471118210779,3_rd
second,0.009357599103276992,secnd
second,0.00933755508712647,econd
second,0.009294889228747438,5th
second,0.009285803079954358,6th
second,0.009256606629659436,fourt
second,0.009224988517080313,1st
second,0.009224236908605188,seocnd
second,0.009191300953363402,seventeenth
second,0.00915940702631396,thefourth
second,0.009155128250712297,eightth
second,0.009139170894992665,Second
second,0.009049662639361244,###th
second,0.009010769990345002,9th
second,0.008980668576482498,###nd
second,0.008974704580084591,8th
second,0.008965352166405705,###rd
second,0.008913701272481367,sec_ond
second,0.008913146273099137,last
second,0.00888664561433794,fith
second,0.0088140895564362,midway_throught
second,0.0088036215265902,sceond
second,0.008800033129774731,sxith
second,0.008780501420746267,half
second,0.0087538378573081,fi_fth
second,0.008677944500489532,sole_possesion
second,0.008599985624715034,thirrd
second,0.008581162270161258,flatwater_K2_event
second,0.008576823388351196,thid
second,0.008560438548289584,nineteenth
second,0.008558867922507485,firstand
second,0.008517764825546836,###st
second,0.008515191493390972,FQ_=_fiscal
second,0.00849798707428212,scond
second,0.00848621693050089,thethird
second,0.008484745732745769,secod
thymine,0.014035549109545353,thymine
thymine,0.010925145808767689,guanine
thymine,0.010881850078632127,cytosine
thymine,0.010638356458434917,guanine_G
thymine,0.010621105260414987,adenine
thymine,0.010498262107025313,thymine_T
thymine,0.010478601547175337,cytosine_C
thymine,0.010275876336944045,bases_adenine
thymine,0.010108281797313157,uracil
thymine,0.009518895842557773,nucleotides
thymine,0.009511812486094229,disulfide_bond
thymine,0.009464205002183645,nucleotide
thymine,0.009424262300594899,tetramer
thymine,0.009416180899456617,amino_acid_residues
thymine,0.009395411865848025,helices
thymine,0.009386079771676437,thymidine
thymine,0.009331495177466342,tetramers
thymine,0.009258331726477886,coiled_coil
thymine,0.00925346782728348,guanosine
thymine,0.009226901266771337,homologs
thymine,0.009224233400494941,pyrimidine
thymine,0.009211792560295418,amino_acids
thymine,0.009199638668397181,valine
thymine,0.009185230182703119,ssDNA
thymine,0.009182024392934807,heterodimers
thymine,0.009146449496246989,telomeric
thymine,0.009141283590239857,serine
thymine,0.009134719752420917,lysine_residues
thymine,0.00910706479616541,nucleotide_bases
thymine,0.009095444644839246,ciliated
thymine,0.00908692487370133,dimers
thymine,0.009070045118963532,RNA_sequences
thymine,0.009056332671131484,cytochrome
thymine,0.009048724776519523,mitochondrial_gene
thymine,0.009044379559385751,dimer
thymine,0.009040715321602555,ribonucleotide
thymine,0.009030191095275475,neuroligins
thymine,0.009001123148696721,untranslated_regions
thymine,0.008988977622638172,alanine
thymine,0.00898322861760481,methyl_groups
thymine,0.00897279976185017,tropomyosin
thymine,0.00896741550742719,codons
thymine,0.00896242444746953,hexamers
thymine,0.008957314592588306,amino_acid_residue
thymine,0.008941153463479679,palmitate
thymine,0.008935370158503597,disulfide_bonds
thymine,0.008929874638412771,glycoproteins
thymine,0.008924875212615424,Phenylalanine
thymine,0.008921627593648673,disulfide
thymine,0.008917840378022068,cadherin
thymine,0.008878354451280268,homolog
thymine,0.008868815720868395,nucleotide_sequences
thymine,0.008861776703355195,PrP
thymine,0.008855014595135657,amino_acid_substitutions
thymine,0.008854756927273277,cytidine
thymine,0.008846756674779965,endonuclease
thymine,0.008845975305353138,MLL_gene
thymine,0.00883625587280401,homodimer
thymine,0.0088357338444075,homodimers
thymine,0.008825495729797739,photosystem_II
thymine,0.008824886696668477,polypeptides
thymine,0.008820181748428135,dimeric
thymine,0.008819496586157716,antibody_antigen
thymine,0.008818868311597172,nucleotide_sequence
thymine,0.008818637414421793,tyrosine
thymine,0.008797065260203185,yeast_Saccharomyces_cerevisiae
thymine,0.008792049939310431,F_actin
thymine,0.008791824898222833,tRNAs
thymine,0.0087901517302853,nucleobase
thymine,0.008785177402007016,isoleucine
thymine,0.008784064745328557,synthases
thymine,0.008783450692695483,cohesin
thymine,0.008783022361703474,polynucleotide
thymine,0.008781227052506502,DNA_helix
thymine,0.008779780598824505,intramolecular
thymine,0.008774233210527616,sulfur_atoms
thymine,0.008761927060347063,cell_adhesion_molecules
thymine,0.008756048384798543,peptidoglycan
thymine,0.008754606950620358,cysteines
thymine,0.008754520782471575,icosahedral
thymine,0.00874887635043431,rRNA
thymine,0.008748327551350799,histidine
thymine,0.008745961691887127,protein_subunits
thymine,0.00874432533364422,DNA_polymerase
thymine,0.008738029202695285,polypeptide
thymine,0.008734571601152374,fig._S1
thymine,0.008718478235345217,hexamer
thymine,0.008715761847198633,translocates
thymine,0.008713510599738683,centromeres
thymine,0.008712984388422329,homologues
