probability,word
0.013438811,state
0.01058243,bible
0.01031918,government
0.009198218,armenian
0.008651011,second
0.0069259712,israel
0.005722641,belief
0.005482718,israeli
0.004991852,turkish
0.004723528,american
0.004684888,war
0.004674957,sin
0.0043758294,plan
0.004179577,president
0.0038721438,people
0.0036041306,center
0.0035904304,arab
0.0035681557,space
0.0035607333,populace
0.0034666038,new
0.0034272526,greek
0.003397324,jew
0.0033456439,old_age
0.0033207445,jewish
0.0032491263,survey
0.0032068826,child
0.0031799607,national
0.0031486957,law
0.0031473807,universe
0.003118697,research
0.002909282,policy
0.0028735017,report
0.0028460354,right
0.0028430338,today
0.0027482028,aid
0.0027475974,attack
0.0026912156,information
0.002657181,military
0.0026537594,continue
0.0026252547,house
0.0026123489,armenia
0.0026055279,federal
0.0025889128,april
0.0025521917,turk
0.0025134971,imperativeness
0.0024804985,russian
0.0024606248,limiter
0.0024423401,group
0.0024258296,force
0.0023737168,work
0.0023639847,unite
0.002361853,beginning
0.0023486782,history
0.0023279516,control
0.0023253567,mister
0.002324423,supply
0.002293266,federal_bureau_of_investigation
0.002206763,city
0.002189028,congress
0.0021627434,associate
0.0021567577,agency
0.002070361,citizen
0.0020609791,security
0.002009774,include
0.0020057682,document
0.0019882233,establish
0.0019420726,soldier
0.0019402307,village
0.0019307653,million
0.0019226988,administration
0.0019178641,soviet
0.0019155811,issue
0.0019135452,general
0.001899842,muslim
0.001860846,support
0.0018576968,private
0.001843125,anti
0.0018349766,mission
0.0018221585,prayer
0.0018081093,army
0.0017842702,kill
0.0017835276,use
0.0017636392,number
0.0017597708,doctor
0.0017581872,subject
0.0017565355,attempt
0.0017496825,uracil
0.0017440424,area
0.0017385881,member
0.0017374377,occupation
0.0017041365,international
0.0016952893,slaughter
0.001687726,launch
0.001679607,white
0.0016659737,secret
0.0016585957,genocide
0.0016524211,phosphorus
0.001633088,official
0.0016290173,name
0.0016119145,print
0.0015715652,protect
0.0015691188,book
0.0015656697,march
0.0015534551,police
0.0015402419,page
0.0015323851,department
0.0015278221,body
0.0015121575,leadership
0.0015052913,disease
0.001485881,land
0.0014702061,community
0.0014668603,minority
0.0014604917,conflict
0.0014571999,answer
0.0014477011,blood
0.001439139,involve
0.0014082872,business
0.0014012071,fact
0.001391492,busy
0.0013876694,approach
0.0013744441,office
0.0013655479,food
0.0013569047,german
0.0013528108,rise
0.0013483331,case
0.0013450709,order
0.0013298232,court
0.0013255075,time
0.0013243741,person
0.0013211775,mention
0.0013192946,undertaking
0.0013164051,scientific
0.0013121448,david
0.001282238,azerbaijan
0.0012692233,enforcement
0.0012665039,weaponry
0.001263138,crime
0.0012615374,weapon
0.0012605387,prevent
0.0012507082,agent
0.0012475306,get_down
0.0012473753,thousand
0.0012408148,school
0.0012393725,proposal
0.0012301089,know
0.0012294299,serve
0.0012286339,south
0.0012214333,criminal
0.0012193454,national_aeronautics_and_space_administration
0.0012139003,news
0.001212532,take
0.0012046156,azeri
0.0012030846,guarantee
0.001174063,development
0.0011632328,escape
0.0011632068,receive
0.0011592841,article
0.0011509127,addition
0.001148517,military_personnel
0.0011477171,telephone
0.0011352295,consequence
0.0011253568,cause
0.0011190136,island
0.0011187837,week
0.0011138227,ago
0.001111012,keep
0.00111088,line
0.0011026699,search
0.0010860296,organization
0.0010845682,york
0.0010749202,billion
0.0010694121,propose
0.0010682887,escrow
0.0010678085,letter
0.0010663121,slave
0.0010659506,greece
0.0010650504,university
0.0010514312,happen
0.0010509855,battle
0.0010424576,longer
0.0010397198,procure
0.001036063,question
0.001033646,ways
0.0010280944,close
0.0010263209,serum
0.0010222562,following
0.0010069361,single
0.0010037937,thursday
0.0010022852,weaver
0.0009978741,easter
0.0009978012,terrorist
0.0009976495,civil
0.0009935236,homo
0.0009919917,ottoman
0.000986518,service
0.0009774999,develop
0.0009773629,measure
0.0009765588,form
0.0009756488,times
0.00097222475,industry
0.0009691033,lebanese
0.00096443575,lunar
0.0009622272,technology
0.00096183864,family
0.00095759553,lebanon
0.00095758046,departure
0.00095631374,medium
0.00095441454,encoding
0.0009524051,airplane
0.0009509217,hanker
0.0009467177,freedom
0.0009398238,messiah
0.0009392423,sent
0.0009360915,local
0.00093472307,earth
0.0009326959,degree
0.0009276162,bony
0.0009251134,luke
0.00092125934,national_security_agency
0.00092049397,town
0.0009197744,society
0.00091919303,interest
0.0009167667,believer
0.00090747274,military_officer
0.0009044039,entree
0.0009022343,cardiopulmonary_resuscitation
0.00090222264,topographic_point
0.00089856423,medicine
0.0008927815,calendar_month
0.00088337675,major
0.00088159676,bosnia
0.00087893096,show
