document,probabilities,topic,,,,,
./files/datasets/data/20news-bydate-train/rec.autos/102975,0.533333333333,0.0666666666667,0.0,0.25,0.05,0.1,1
./files/datasets/data/20news-bydate-train/rec.autos/101618,0.482142857143,0.0535714285714,0.0178571428571,0.267857142857,0.0535714285714,0.125,1
./files/datasets/data/20news-bydate-train/rec.autos/102768,0.375903614458,0.0265060240964,0.021686746988,0.349397590361,0.13734939759,0.089156626506,1
./files/datasets/data/20news-bydate-train/rec.autos/103761,0.465909090909,0.0227272727273,0.0227272727273,0.261363636364,0.0909090909091,0.136363636364,1
./files/datasets/data/20news-bydate-train/rec.autos/103005,0.520833333333,0.0208333333333,0.0,0.25,0.104166666667,0.104166666667,1
./files/datasets/data/20news-bydate-train/rec.autos/102934,0.4,0.04,0.0,0.4,0.08,0.08,1
./files/datasets/data/20news-bydate-train/rec.autos/103116,0.380281690141,0.0704225352113,0.0,0.267605633803,0.112676056338,0.169014084507,1
./files/datasets/data/20news-bydate-train/rec.autos/102741,0.386075949367,0.0253164556962,0.0189873417722,0.253164556962,0.177215189873,0.139240506329,1
./files/datasets/data/20news-bydate-train/rec.autos/102795,0.333333333333,0.111111111111,0.0555555555556,0.277777777778,0.0833333333333,0.138888888889,1
./files/datasets/data/20news-bydate-train/rec.autos/101645,0.407692307692,0.0769230769231,0.0153846153846,0.130769230769,0.0923076923077,0.276923076923,1
./files/datasets/data/20news-bydate-train/rec.autos/101634,0.465277777778,0.0138888888889,0.0,0.215277777778,0.131944444444,0.173611111111,1
./files/datasets/data/20news-bydate-train/rec.autos/101578,0.406779661017,0.0847457627119,0.0677966101695,0.254237288136,0.0847457627119,0.101694915254,1
./files/datasets/data/20news-bydate-train/rec.autos/102974,0.171428571429,0.0,0.0,0.2,0.4,0.228571428571,5
./files/datasets/data/20news-bydate-train/rec.autos/102845,0.35472972973,0.0371621621622,0.0304054054054,0.246621621622,0.168918918919,0.162162162162,1
./files/datasets/data/20news-bydate-train/rec.autos/102811,0.461538461538,0.0192307692308,0.0,0.134615384615,0.153846153846,0.230769230769,1
./files/datasets/data/20news-bydate-train/rec.autos/102758,0.442307692308,0.0576923076923,0.00961538461538,0.25,0.115384615385,0.125,1
./files/datasets/data/20news-bydate-train/rec.autos/102838,0.401869158879,0.0373831775701,0.00934579439252,0.271028037383,0.102803738318,0.177570093458,1
./files/datasets/data/20news-bydate-train/rec.autos/102976,0.43961352657,0.0434782608696,0.0,0.294685990338,0.0917874396135,0.130434782609,1
./files/datasets/data/20news-bydate-train/rec.autos/103114,0.53488372093,0.0116279069767,0.0116279069767,0.220930232558,0.046511627907,0.174418604651,1
./files/datasets/data/20news-bydate-train/rec.autos/102994,0.490196078431,0.0196078431373,0.0,0.235294117647,0.117647058824,0.137254901961,1
./files/datasets/data/20news-bydate-train/rec.autos/102927,0.375886524823,0.0283687943262,0.0212765957447,0.255319148936,0.184397163121,0.13475177305,1
./files/datasets/data/20news-bydate-train/rec.autos/102753,0.309278350515,0.0412371134021,0.020618556701,0.247422680412,0.0618556701031,0.319587628866,6
./files/datasets/data/20news-bydate-train/rec.autos/102748,0.333333333333,0.0185185185185,0.037037037037,0.314814814815,0.0740740740741,0.222222222222,1
./files/datasets/data/20news-bydate-train/rec.autos/101567,0.346153846154,0.0384615384615,0.0384615384615,0.205128205128,0.0897435897436,0.282051282051,1
./files/datasets/data/20news-bydate-train/rec.autos/102897,0.418181818182,0.0363636363636,0.145454545455,0.236363636364,0.0545454545455,0.109090909091,1
./files/datasets/data/20news-bydate-train/rec.autos/103225,0.403846153846,0.0576923076923,0.0192307692308,0.192307692308,0.0576923076923,0.269230769231,1
./files/datasets/data/20news-bydate-train/rec.autos/102951,0.378787878788,0.0606060606061,0.0757575757576,0.212121212121,0.151515151515,0.121212121212,1
./files/datasets/data/20news-bydate-train/rec.autos/102856,0.447513812155,0.0883977900552,0.00552486187845,0.209944751381,0.116022099448,0.132596685083,1
./files/datasets/data/20news-bydate-train/rec.autos/102770,0.436482084691,0.0238870792617,0.0173724212812,0.234527687296,0.112920738328,0.174809989142,1
./files/datasets/data/20news-bydate-train/rec.autos/101590,0.603174603175,0.0,0.015873015873,0.190476190476,0.031746031746,0.15873015873,1
