basic word,probability,word form Word2Vec
gas,0.11205916106700897,gas
gas,0.0906448021809112,natural_gas
gas,0.07962902819156703,oil
gas,0.07857382747270591,Gas
gas,0.07424764612540091,gasoline
gas,0.0723804694485839,petroleum
gas,0.06972947651700956,ShaMaran_Petroleum
gas,0.06970655334305853,hydrocarbon
gas,0.06847540791317819,Ike_skews
gas,0.06798903854232563,Liquified_natural
gas,0.06610536412668022,NIOB_interval_n
gas,0.06517030301442084,LNG_liquified_natural
gas,0.06504951552090965,Compressed_natural
gas,0.06412632342966162,hydrocarbons
gas,0.06375963947664953,Natural_Gas
gas,0.06318745514690338,fuel
gas,0.06308331901488984,propane
gas,0.06285211689766523,crude_oil
gas,0.06274700559566426,natgas
gas,0.06245689920365116,liquefied_ammonia
gas,0.062419882819607864,petrol
gas,0.06130076171184484,By_Poppapete_Comments
gas,0.0612966339375145,liquefied_gas
gas,0.06093123907907483,diesel_fuel
gas,0.060675303712100614,Panna_Mukta_Tapti
gas,0.06059318905576205,Panna_Mukta_Tapti_fields
gas,0.06041571479729679,LPG
gas,0.06030293572032619,coal
gas,0.060285943717257595,Petrol
gas,0.05996602784816307,Natural_gas
gas,0.0599636567156594,LNG_liquefied_natural
gas,0.059740289354566656,LPG_liquefied_petroleum
gas,0.05973411105156412,LNG
gas,0.059642091072682035,truncheons_tear
gas,0.05937798030800501,liquified_petroleum_gas
gas,0.05927282225127861,liquefied_natural_gas
gas,0.059131883471109425,supplier_Distrigas
gas,0.058962891855685484,Petroleum
gas,0.05893586762439007,petroluem
gas,0.05874326487262671,gasfield
gas,0.0584766627490092,naturalgas
gas,0.058401688207167624,Las_Ve
gas,0.05839988481061553,diesel
gas,0.058379980656077635,Oil
gas,0.058372206013164174,Replacing_guile
gas,0.057675794377964884,lpg
gas,0.057538762956991896,Shahdeniz
gas,0.05752540446401344,liquefied_natural
gas,0.057477053398677924,Krishna_Godavari_D6
gas,0.05739839859202078,RIL_KG_basin
gas,0.057265514983117605,CNG_compressed
gas,0.05724923765942336,Bacton_terminal
gas,0.05720435980226224,distributor_PGNiG
gas,0.057163596360938485,mazut
gas,0.0571167147298306,Poland_PGNiG
gas,0.056985687951451425,energy
gas,0.05697956976166729,burgeoning_coal_seam
gas,0.05694137783024189,Gas_LON_AUL
gas,0.056906318465419936,electricity
gas,0.05688304129140498,shale_gas
gas,0.05684999905902277,Regular_unleaded_gas
gas,0.056845390378945204,liquid_NGL_fractionation
gas,0.05676347610000132,RLNG
gas,0.0567603902881233,poisonous_chlorine
gas,0.056456277516222286,KG_D6_basin
gas,0.056417117094055946,gas_leak_Bradbery
gas,0.05638521033357691,condensate
gas,0.05636697599066132,pump
gas,0.05630928065948737,monopoly_PGNiG
gas,0.05629623609109391,Bolivia_nationalizes
gas,0.056277874842495024,liquefied_petroleum_gas
gas,0.05619372301597725,nat_gas
gas,0.05617942274924381,Peru_Camisea
gas,0.056075393485174096,Slovensky_SPP
gas,0.05601893381460066,Mangahewa
gas,0.055936658856346355,Gasoline
gas,0.05585769012510422,pipelines
gas,0.05574135100975486,fossil_fuel
gas,0.055735232819970726,deadly_hydrogen_sulphide
gas,0.055724706327503704,LPG_Liquefied_Petroleum
gas,0.05569480000134819,Turkiye_Petrolleri
gas,0.05568541899965407,distributor_Fluxys
gas,0.055667385034133154,coalbed_gas
gas,0.0556566915605039,powered_leaf_blower
gas,0.05563386857525021,oilfield
gas,0.05555855005221444,Cook_Inlet_basin
gas,0.05555471282510638,butane
gas,0.05553928042609302,gas_condensate
gas,0.05553435782143046,##bcf
gas,0.055498901041442394,Reliance_Industries_KG_D6
gas,0.055248970317061996,Low_sulfur_diesel
gas,0.055200645968712436,hydrocarbon_liquids
gas,0.05519482166577383,Gas_LON_CAZA
gas,0.055081347947168346,PGNiG_PGNI.WA
gas,0.05496315868054147,gasline
gas,0.05495062841412768,Panna_Mukta_Tapti_PMT
gas,0.05484906379201249,4/gal
gas,0.054840824941468025,Kazakhstan_Tengiz
gas,0.05480310389692011,group_OMV_OMVV.VI
gas,0.05479086751735185,2/gallon
gas,0.05476155898375712,Shell_RDSa.L_Quote
gas,0.05472660982650224,Regular_unleaded
gas,0.054698269783648445,CNG_refueling
gas,0.05468098723335757,"#,###,###_cu_ft"
gas,0.05465541239855032,Gas_CRZO
gas,0.0546058857858327,Kazmunaigaz
gas,0.05453646169782367,dekatherm
gas,0.054505269616718977,###mmcf
gas,0.054496329445293146,giant_Gazprom_GAZP.MM
gas,0.054496082313173044,supplier_Bulgargaz
gas,0.05446719123248389,coalbed_methane
gas,0.05446077581623099,Akpet
gas,0.05443064907494133,ethane_propane_butane
gas,0.05442825456507494,Fairbanks_Natural_Gas
gas,0.05439829480494751,Highpine_Oil
gas,0.05435146994743478,Conoco
gas,0.05433288160445526,tungsten_arc_welding
gas,0.054330052943567075,Exxon
gas,0.05431153139305245,Regular_unleaded_gasoline
gas,0.054309307203971535,Guneshli
gas,0.05425446391104849,gasfields
gas,0.05421847279134129,Malampaya_natural
gas,0.054212354601557156,stun_grenades_tear
gas,0.05418035099200402,Longhorn_Pipeline
gas,0.054172736651006304,OMV_AG_OMV.VI
gas,0.054142212494550535,P#.##/liter
gas,0.05412475628385094,hydro_carbons
gas,0.05407030372684751,5/gallon
gas,0.05403409553162941,gas_liquids
gas,0.054003631488392045,bn_cu.m.
gas,0.053958382933050775,analyzes_exhaled_anesthetic
gas,0.0539468044592617,Mentor_IMC
gas,0.05392686356886811,oilwell
gas,0.05390193328134707,Ron_Denhardt_vice
gas,0.05389362429871447,regassified
gas,0.0538167862471024,##bn_cu_m
gas,0.05381488266185297,regassified_LNG
gas,0.05379732292283279,Gaz_Ukrainy
gas,0.05379653477174706,Nick_Dipasquale
gas,0.05379065035559005,Maui_gasfield
gas,0.05377824699485956,CNG
gas,0.05375923118010473,pipeline_ruptures
gas,0.05373372313776237,###mmcfd
gas,0.05373242068469697,laden_Jeep_Cherokee
gas,0.0537127135679305,Liquid_hydrocarbon
gas,0.05368835101636105,pipeline_rupture
gas,0.053687552846405584,Geoplin
gas,0.05361127251187536,Krishna_Godavari_KG_basin
gas,0.053578397260655386,Tar_sands
gas,0.05356737650394816,hydrate_deposits
gas,0.0535269871004278,Shell
gas,0.0534768927517586,Caspian_Sea_basin
gas,0.053445961161266986,liquified_gas
gas,0.05338117247032148,Tengiz_oilfield
gas,0.053320711931100995,GAZP.RS
gas,0.053317686232441375,tar_sands_bitumen
gas,0.05330180966353648,liquids_NGL_midstream
gas,0.053221812328335005,regasified_LNG
gas,0.05321158974158324,CAMARILLO_Calif._Retail
gas,0.053188963794100985,oil_futures_LGOc1
gas,0.053179719716959895,Azeri_Chirag_Gunashli
gas,0.05317584575399614,billy_clubs_tear
gas,0.05317176807401447,believe_toxic_phosphine
gas,0.0531671593939369,Panna_Mukta
gas,0.0531613651476075,BOTAS
gas,0.05314106023828025,liquified_natural_gas
gas,0.0531405325778076,joint_venture_Vietsovpetro
gas,0.053130961217588535,operator_RWE_Transgas
gas,0.05311401930886861,re_gassified_LNG
gas,0.05307567041515071,Arrow_coal_seam
gas,0.05306686716827791,natual_gas
gas,0.0530524266373682,Beopetrol
gas,0.053050643278555576,maker_Vetco_Gray
gas,0.053046508824978744,OAO_Gazprom_GAZP.RS
gas,0.05304161961654863,exporter_OAO_Gazprom
gas,0.053018539480305105,QGC_coal_seam
gas,0.05296304496084936,OJSC_Gazprom
gas,0.052961622281347154,monopoly_Transneft
gas,0.05294399574986208,electicity
gas,0.05294126393804799,CNG_compressed_natural
gas,0.05294051920206444,trln_cubic_feet
gas,0.05293617101259995,Rosneft_Vankor
gas,0.05292005733044469,helium
gas,0.05288090358752484,Lukoil
gas,0.052831002937003824,refining_petrochemicals
gas,0.05282025602940266,shale
gas,0.052799994535177586,Dovletabad
gas,0.052776874323455125,Chuandongbei
gas,0.05277080956764291,Inc_AEZ
gas,0.05276437745327378,coal_seam_methane
gas,0.05273967092051013,nonrenewable_fossil_fuels
gas,0.05272890731479274,Gas_LPG
gas,0.05272615212561593,operated_Panna_Mukta
gas,0.052714152859298036,Khvalynskoye
gas,0.05266027471749268,Citgo
gas,0.05265422999941993,Reliance_KG_D6
gas,0.0526459410545268,cubic_feet_mcf
gas,0.05263869407208599,Baku_Novorossiysk
gas,0.052631958052001604,Skryja
gas,0.052631814448202086,Gas_NASDAQ_CRZO
resource,0.06659793456805119,resource
resource,0.046046993094932986,resources
resource,0.040474186502137854,Resource
resource,0.0361752947013656,resouce
resource,0.035894052334015214,operates_ePregnancy.com
resource,0.03495396052187516,CAMFT_provides
resource,0.03491146255737476,mineral_resources
resource,0.034780816843976936,www.nuveen.com_arps
resource,0.03476125491897619,JORC_compliant_mineral
resource,0.03449510476730211,gross_unrisked_prospective
resource,0.0341349478161419,compliant_inferred_mineral
resource,0.03302782939721283,resouces
resource,0.03265574594368559,situ_inferred
resource,0.03248993997243588,Jorc
resource,0.0323055902648548,inferred_oxide
resource,0.03211313672815663,JORC_Inferred
resource,0.03196393140024156,Minago_Nose_Deposit
resource,0.03180187863517858,Lower_Footwall_Zone
resource,0.03179684921980197,mineral_resource
resource,0.03172412712848427,outsourcing_HRO
resource,0.031701506667928925,potentially_open_pittable
resource,0.031690024754766455,Pinos_Altos_mineral
resource,0.031628286398529326,compliant_Mineral_Resource
resource,0.03161602843903211,NI_##-###_niobium_tantalum
resource,0.03158358136619199,##-###_compliant_mineral
resource,0.031549613957054135,JORC_Code_compliant
resource,0.031395434787413024,visit_http://www.smartstox.com
resource,0.03138993895032627,exhaustible_resource
resource,0.031367425667525595,JORC_inferred
resource,0.031231119380862538,Inferred_Mineral
resource,0.031123106036659465,Resources
resource,0.03111271773354929,site_www.fisher_price.com
resource,0.031084531968843976,sulphide_nickel
resource,0.031030857746259244,HAN_Bulletin
resource,0.030994155319604033,Probable_Mineral_Reserve
resource,0.03096866090740491,unrisked_prospective
resource,0.030965215341069552,Diamcor_Mining
resource,0.03089522628249597,Indicated_mineral
resource,0.03064749482643947,Dioulafoundou
resource,0.0305261537299657,Fossey_Zone
resource,0.030486787737629584,Good_Housekeeping_TIME
resource,0.03047751289230405,NI_##-###_inferred_mineral
resource,0.03043659679207167,Luiri_Gold_exploration
resource,0.03042860014070925,Cosmo_Howley
resource,0.030370505828130945,underground_mineable
resource,0.030353923047755416,SmallCapPower.com_SCP
resource,0.030347444747917507,mineable_resource
resource,0.030207776255394947,lateritic_nickel
resource,0.030132958243541452,Nechalacho_deposit
resource,0.030089416288319626,NI_##-###_Inferred
resource,0.030006039934278306,Selva_Selvarajah
insurance,0.04958603608095413,insurance
insurance,0.03809235478707351,insurers
insurance,0.036751571701439056,insurance_premiums
insurance,0.0367139415338944,Insurance
insurance,0.03529706169018798,premiums
insurance,0.035032536271917936,insurer
insurance,0.034927277020666336,insured
insurance,0.03311735226406909,insurances
insurance,0.03244860401163474,reinsurance
insurance,0.031505033176013164,Insurers
insurance,0.031474679592861765,insurnace
insurance,0.031028969587646227,casualty_insurance
insurance,0.03091493823953062,policyholders
insurance,0.03088316598842278,policyholder
insurance,0.030682932828603793,mediclaim
insurance,0.03017186360841162,insur_ance
insurance,0.030106332971056915,insureds
insurance,0.029697762510717762,uninsured_underinsured_motorist
insurance,0.02947475677463962,uninsured
insurance,0.02939427987925214,nongroup
insurance,0.029393434589594758,uninsured_motorist
insurance,0.029329198486750307,insurace
insurance,0.029326967040277152,surance
insurance,0.02919858350133553,nonlife_insurance
insurance,0.02919066556080363,annuities
insurance,0.02908489204241782,Personal_Injury_Protection
insurance,0.0290339263960826,deductibles
insurance,0.028892041867088825,workers_comp
insurance,0.02865894585517048,preexisting_conditions
insurance,0.028532604606974488,Medigap
insurance,0.0282672782324207,UM_UIM_coverage
insurance,0.02814933963630839,deductible
insurance,0.028146963367481348,Insurance_VPI
insurance,0.028016974960414,INSURANCE
insurance,0.028009985065170273,preexisting_condition
insurance,0.027917682981254188,underinsured_motorist
insurance,0.027902624412008192,Insurer
insurance,0.027898235408017946,Liability_Insurance
insurance,0.027889912556006813,overinsured
insurance,0.02785991955096101,workers'_compensation
insurance,0.02785550394694658,HMO
insurance,0.027789730953815983,reinsurers
insurance,0.027765802754283975,covering_elective_abortions
insurance,0.027764265863997828,windstorm_deductibles
insurance,0.027738552507287295,keyman_insurance
insurance,0.027654910209022,reinsuring
insurance,0.0276360833030167,nonadmitted
insurance,0.027602147583275283,Rosanne_Placey_spokeswoman
insurance,0.02757233782284052,nsurance
insurance,0.02749446477426476,Salaam_Halal
insurance,0.027485012899004957,WholesaleInsurance.net
insurance,0.027434023608203795,underinsured_motorist_coverage
insurance,0.0274037675584744,AccessTN
insurance,0.02738991190143314,LTCi
insurance,0.0273329908052391,HEALTH_INSURANCE_Individuals
insurance,0.02727170139396251,deductibles_copayments
insurance,0.02718622960514505,Underinsured_Motorist
insurance,0.027177274263670004,Medicare_Supplement
insurance,0.027140714008209166,Premiums
insurance,0.027051899483019337,professional_indemnity_PI
insurance,0.026974605723859124,Critical_Illness_Insurance
insurance,0.02696408098095726,spokeswoman_Rosanne_Placey
insurance,0.026942434472388532,HDHP
insurance,0.026938332157547817,Professional_Liability_Insurance
insurance,0.02690603972818928,insurability
insurance,0.026892878627335026,Sallie_Hillmon
insurance,0.02685800895118895,Medigap_policies
insurance,0.026841259802628192,eHealthInsurance.com
insurance,0.026833844306997534,noninsured
insurance,0.02683161581608262,mediclaim_policies
insurance,0.026825994344305215,deductable
insurance,0.026758566238558767,renter_insurance
insurance,0.02671952035861591,Uninsured_motorist
insurance,0.026715917533118194,nonparticipating_providers
insurance,0.026703043121413472,Unum_Provident
insurance,0.026680985790249023,insurable
insurance,0.02667318607204683,workmen_compensation
insurance,0.026649848984163338,annuity
insurance,0.02664799289358699,reinsures
insurance,0.026518769976104473,coverages
insurance,0.0264489183125991,agent_Tye_Strickland
insurance,0.02641878048519941,mediclaim_policy
insurance,0.026384442809537,Uninsured_Motorist
insurance,0.02636738037180253,copays_deductibles
insurance,0.026364809036131476,Casualty_Insurance
insurance,0.02636155201094814,FEGLI
insurance,0.026335563787321048,Mediclaim
insurance,0.026318377216140387,Mr_Makove
insurance,0.026298870531739293,Deductibles
insurance,0.02627768804581465,professional_indemnity
insurance,0.026256079959503076,HDHPs
insurance,0.02621190027489284,grossly_underinsured
insurance,0.02619483783715837,RLI_specialty
insurance,0.02615656631347507,RRGs
insurance,0.02615174875353965,Coverage_EPIC
insurance,0.026137482273902668,FaithGuard
insurance,0.026135507960996618,MAIF
insurance,0.026134284359884186,FAIR_Plan
insurance,0.026026604506431905,NYSHIP
insurance,0.026002696995807595,medigap
insurance,0.02597375321393791,Jim_Poolman
insurance,0.02591790202982769,Source_Keoghs
insurance,0.025878137949231883,Critical_Illness
insurance,0.02587282681106995,workman_compensation
insurance,0.025856453018406,Stranger_Originated_Life
insurance,0.02584710754324293,Reinsurance
insurance,0.025829912105387542,insure
insurance,0.025796334008193478,viatical_settlement
insurance,0.025794046406113713,lifetime_maximums
