probability,word
0.060879797,state
0.03890025,company
0.025935477,second
0.020455569,subordinate
0.0167037,cable
0.015543866,firm
0.014295727,system
0.014088837,business
0.013325311,spouse
0.013024211,telecommunication
0.012536017,general
0.011667153,plan
0.010243114,interest
0.009232726,percentage
0.0091285305,group
0.008897603,new
0.008297243,communications
0.0074883215,television
0.007357676,kelvin
0.007314433,sale
0.007155366,radio
0.007099811,time
0.0070851296,management
0.0068225684,british
0.006392435,fiscal
0.0061404523,shutting
0.006051558,corporation
0.0059353733,wholly
0.005856272,warner
0.0056881555,degree_centigrade
0.005534041,form
0.0049682837,deal
0.0049677244,sell
0.0048596174,supply
0.004852763,gulf
0.0048081935,negotiation
0.004795941,uracil
0.004671403,asset
0.00466053,establish
0.0042574047,international
0.004189224,venture
0.0041353945,industry
0.004108961,compete
0.004028545,consortium
0.004021678,information
0.0039930115,unsecured_bond
0.003980774,command
0.0039603077,continue
0.0038888045,telephone
0.003887855,financing
0.0038600026,abroad
0.0038499678,connection
0.0037627781,rival
0.003663678,services
0.003634115,market
0.0035838517,nitrogen
0.0035732177,debt
0.0035611237,liabilities
0.0035258709,purchase
0.003492407,add
0.0034839658,get
0.0034769075,building
0.0034566554,lease
0.0034545101,operate
0.0034221266,gray
0.0032155141,license
0.0032066258,certain
0.0031620867,liter
0.0031151865,selling
0.0030365037,worth
0.0029794085,proposal
0.0029751011,obtain
0.002963689,allow
0.0029507624,populace
0.0029339052,investing
0.0029146764,retain
0.0028824452,united_kingdom
0.0028261922,belief
0.0028119031,news
0.0027851318,aerospace
0.0027747739,equity
0.00275535,equipment
0.002740755,option
0.0027314422,finance
0.0027029277,unit_of_measurement
0.0026724774,decision
0.0026332699,express
0.0025949888,presently
0.0025931136,instrument
0.0025689814,include
0.0025605478,client
0.002542825,post
0.0025337292,announcement
0.0025297392,share
0.0025227899,forte
0.0025025308,propose
0.0024718803,details
0.0024616974,neutralize
0.002438679,line
0.002396682,morgan
0.0023646802,receive
0.0023139329,merchandise
