probability,word
0.0877483,grain
0.05891302,food
0.026010629,bankruptcy
0.023303906,reorganization
0.022609247,construction
0.020898193,farm
0.019669302,scott
0.018098233,merchandise
0.017714243,state
0.017334681,johnson
0.017215732,winter
0.016019657,four
0.015978979,feed
0.014786527,mark
0.012090691,chapter
0.011660902,farmer
0.011405528,soviet
0.011078358,cold
0.010707536,iowa
0.010595387,crop
0.009854225,plan
0.00970281,retirement
0.008997429,drug
0.008367421,acreage
0.008024412,litigation
0.007865803,debt
0.007190187,proceeding
0.0070146667,lab
0.006928204,damage
0.0069139143,use
0.006782648,iroquois
0.006776664,spring
0.00650798,southwest
0.0065003256,industry
0.0063218847,bulletin
0.006203512,poor_people
0.0061771525,high
0.00590307,forbid
0.0058348645,badly
0.005734316,measurement
0.005691794,inadequate
0.0056108744,supply
0.0054849195,moratorium
0.005482156,animal
0.0054541314,department_of_agriculture
0.005410136,elizabeth
0.0054067965,analyst
0.005220507,resident
0.005046022,restrain
0.004979438,generic
0.0048784697,abnormal
0.0048441514,explode
0.0047559054,county
0.0046983506,eastman
0.0046748146,court
0.0046077776,fine
0.004410307,disposition
0.0043376647,agency
0.0040293676,connect
0.003969664,subsequent
0.003855196,scientist
0.003683098,soviets
0.0036224092,abrupt
0.0035818238,quality
0.0034913663,longer
0.003478143,cause
0.0034583306,severe
0.003457737,bespeak
0.0034386606,year
0.0033454539,consolidation
0.003319972,research
0.0032325,militia
0.0032223905,starter
0.003174817,things
0.0031555346,times
0.003039924,shit
0.0030309283,bad
0.0029039832,purchase
0.0028948004,stallion
0.0027748637,measure
0.0027333484,injury
0.0025820434,cosine
0.002529791,eating
0.0025096997,bushel
0.002498054,lufkin
0.0024848941,losings
0.0024769562,transport
0.0024305896,livestock
0.0023584317,normally
0.002339296,second
0.0023206389,necessity
0.00231535,depreciation
0.002290229,situation
0.0022727747,burns
0.0022505976,unfortunate
0.002154105,pharmaceutical
0.00209389,pasture
0.002069387,dry
0.001939832,late
0.0019372512,start
0.001926805,unlike
0.001926805,tissue
0.001895072,acid
0.0018758038,absence
0.0018717813,interior_designer
0.0018613322,wallace
0.0018613322,ukraine
0.0018613322,snout
0.0018509256,listen
0.0018460777,peg
0.0018225355,december
0.0018013162,discontinue
0.0017400162,report
0.0016943074,robust
0.0016943074,precipitation
0.0016691018,prime_minister
0.001634417,massachusetts
0.0016136579,daily
0.0015273435,reprimand
0.0015273435,ouster
0.0015273435,kazakhstan
0.0015273406,orientation
0.0015273363,wooden
0.0015273363,chicken_coop
0.0015035567,qi
0.0015013079,panic
0.0014731085,selling
0.001418131,order
0.0013091207,degree
0.001284645,book
0.001264585,food_and_drug_administration
0.0012541978,clinical
0.0012171814,consist
0.001204124,point_of_view
0.0011682033,temp
0.0011670274,anti
0.0011284126,dioxin
0.0010729635,old_age
0.0010651646,equity
0.0010269978,heart
0.000998949,pension
0.0009988981,treatment
0.0009826429,sweetening
0.0009753781,administration
0.00093144615,solar
0.00093144615,legislative_act
0.0009027524,one-half
0.0008718898,data
0.00085157476,gradually
0.00083709083,reseed
0.0008164031,therapy
0.0008164031,rationale
0.00081626914,little
0.000801199,sweet
0.0007916748,interrupt
0.0007908602,cancellation
0.000759119,peer
0.00073683634,cover
0.0007258619,deciliter
0.000665361,advise
0.0006514519,low
0.00065066427,transcontinental
0.00065066427,queen
0.00061189395,oxygen
0.0006048633,reappraisal
0.0006000466,consume
0.0005922868,frank
0.00058172876,fall
0.0005809141,develop
0.000560559,supporter
0.000560559,buildup
0.00053137407,procure
0.0005173852,covering
0.00049146527,body
0.00047085778,parking
0.00040681704,reticuloendothelial_system
0.00040681704,disorder
0.00039234012,closely
0.0003432388,tate
0.0003432388,calorie
0.00033318996,thaw
0.00033318996,perth
0.00033318996,meteorologist
0.00033318996,impair
0.00033318996,forecaster
0.00033318996,fatal
0.00033318996,certainty
0.00033313912,proctor
0.00030964476,include
0.00029050896,time_period
0.00024609276,victoria
0.00024609276,rickety
0.00024609276,reinstate
0.00024609276,mediocre
0.00024609276,forging
0.00024609276,correlation
0.00021850152,convention
0.00018515832,vault
0.00018515832,toxicity
0.00018515832,gout
0.00018515832,dryness
0.00018515832,disapprobation
0.00018515832,convergent
0.00018515832,chic
0.00018515815,tooth
0.00018515815,taste
0.00018515815,decay
0.00018296417,desperate
0.00018135863,union
0.00017565984,welding
0.00017565984,teens
0.00017565984,euphoria
0.00017565984,confer
0.00016887,show
0.00016649785,careful
0.00010373621,ordinary
6.497648e-05,specialize
5.4057444e-05,grange
5.0102164e-05,hundred
4.6584744e-05,wilton
4.6584744e-05,weill
4.6584744e-05,uric
4.6584744e-05,unwittingly
4.6584744e-05,turf
4.6584744e-05,timely
4.6584744e-05,superoxide
4.6584744e-05,shook
4.6584744e-05,sexton
4.6584744e-05,psychological
4.6584744e-05,plywood
4.6584744e-05,perfective
4.6584744e-05,paycheck
4.6584744e-05,organ
4.6584744e-05,nuclear_physics
4.6584744e-05,metamorphosis
4.6584744e-05,mask
4.6584744e-05,lion
4.6584744e-05,graft
4.6584744e-05,good_luck
4.6584744e-05,germination
4.6584744e-05,fellow
4.6584744e-05,enzyme
4.6584744e-05,dress
4.6584744e-05,dim
4.6584744e-05,digestion
4.6584744e-05,detention
4.6584744e-05,defective
4.6584744e-05,deck
4.6584744e-05,debatable
4.6584744e-05,crust
4.6584744e-05,commercialization
4.6584744e-05,colosseum
4.6584744e-05,college
4.6584744e-05,collaborative
4.6584744e-05,chlorine
4.6584744e-05,chlorinate
4.6584744e-05,chloride
4.6584744e-05,chemistry
4.6584744e-05,catalase
4.6584744e-05,brighten
4.6584744e-05,beth
4.6584744e-05,barn
2.2666477e-06,company
2.4674546e-07,weather
2.2725729e-07,end
4.608948e-08,payment
1.4417255e-08,problem
4.1457473e-11,operate
2.4776549e-11,note
1.1228049e-14,gross_sales
2.9491575e-16,majority
1.7971114e-17,presently
7.231075e-19,service
2.5041253e-20,bonus
1.7532636e-20,addition
3.4384226e-21,nitrogen
1.7530419e-21,free
8.570934e-22,necessitate
3.914101e-23,future
1.1994024e-23,uracil
1.154308e-23,percentage
4.0140615e-25,loan
1.00233985e-25,internet
9.976402e-26,given
5.0384666e-26,current
4.1384947e-26,agribusiness
2.6761952e-26,associate
2.2090922e-26,installation
1.9899936e-26,area
1.3082349e-26,continue
1.1729939e-26,february
1.16781035e-26,partial_derivative
9.076166e-27,particularly
8.919243e-27,reversal
8.539061e-27,comply
8.456142e-27,net_income
8.435747e-27,calendar_month
8.209773e-27,stay
8.13514e-27,good
7.628218e-27,sum
7.5227124e-27,system
7.289956e-27,seven
7.2668834e-27,agent
7.14334e-27,houston
7.027309e-27,loss
6.984682e-27,conditions
6.851285e-27,entrance
6.805025e-27,recently
6.8033375e-27,acquisition
6.687649e-27,cent
6.671291e-27,time
6.559249e-27,plant
6.540011e-27,corporation
6.533827e-27,devising
6.522794e-27,subordinate
6.512849e-27,exclude
6.501108e-27,january
6.481422e-27,get
6.4493597e-27,procedure
6.4401896e-27,tax
6.3278035e-27,vitamin_d
6.2404506e-27,cash
6.1940842e-27,volt
6.162385e-27,corporate
6.1297258e-27,share
6.125822e-27,probably
6.0888025e-27,deny
6.0184625e-27,previously
5.92102e-27,estimate
5.8657833e-27,affect
5.829557e-27,unite
5.7821613e-27,lower_berth
5.755709e-27,april
5.740776e-27,submit
5.72975e-27,connecticut
5.720468e-27,huge
5.6962968e-27,excess
5.6903676e-27,billion
5.6697833e-27,security
5.6546636e-27,blessing
5.653995e-27,authority
5.6536066e-27,accept
5.652205e-27,provision
5.6502216e-27,people
5.6464726e-27,involve
5.646042e-27,boston
5.639821e-27,unchanged
5.636272e-27,allow
5.624502e-27,see
5.6118787e-27,charge
5.6089255e-27,soviet_union
5.6019544e-27,ringgit
5.5971056e-27,income
5.595035e-27,gross
5.5912797e-27,thymine
5.5886142e-27,extraordinary
5.58676e-27,monetary_value
5.5799017e-27,filing
5.575944e-27,happen
5.572478e-27,market
5.5701187e-27,automotive
5.5693965e-27,agreement
5.568844e-27,bargain
5.5599502e-27,prior
5.557024e-27,creditor
5.5547775e-27,ice
5.5495883e-27,district
5.5461174e-27,international
5.542226e-27,likely
5.5414863e-27,aerospace
5.531243e-27,capital
5.5311375e-27,operations
5.52983e-27,remainder
5.5293445e-27,approach
5.523863e-27,trading
5.5231676e-27,raise
5.5188713e-27,enlarge
5.518282e-27,growth
5.516093e-27,belief
5.515441e-27,one-fourth
5.5134425e-27,business
5.510541e-27,department
5.509553e-27,national
5.505351e-27,issue
5.504154e-27,attempt
5.5022436e-27,thursday
5.4987395e-27,services
5.496789e-27,fiscal
5.495699e-27,week
5.4943993e-27,increase
5.4915493e-27,rise
5.4913817e-27,artistic
5.491298e-27,greeting
5.4911934e-27,optimism
5.4906907e-27,stock
5.4903764e-27,final
5.4892875e-27,recovery
5.4892455e-27,negotiation
5.489204e-27,investing
5.4885336e-27,region
5.488471e-27,new
5.4875707e-27,revolutions_per_minute
5.487131e-27,content
5.4858543e-27,particular
5.4855404e-27,reduce
5.4842223e-27,recognition
5.484118e-27,lose
5.4809597e-27,value
5.4798935e-27,interest
5.4795172e-27,ago
5.478953e-27,duty
5.478138e-27,meeting
