probability,word
0.07120686,degree_centigrade
0.057512857,plant
0.04863303,bacillus
0.03350876,car
0.030316325,second
0.029055748,motor
0.024157906,vitamin_d
0.021145443,nitrogen
0.016290555,protection
0.016268484,new
0.016190764,component
0.015790528,issue
0.015746932,lead
0.015376831,cadmium
0.014864389,client
0.014819053,uracil
0.013346289,cuba
0.012326208,planting
0.010962994,seasonal_worker
0.010406002,cuban
0.010405045,state
0.010381668,employee
0.010367727,spokesman
0.009507703,operations
0.009403927,army_for_the_liberation_of_rwanda
0.008253348,farmer
0.008131861,supply
0.008079093,indiana
0.008051387,calendar_month
0.008033517,service
0.0076533374,georgia
0.0075829416,neptunium
0.0074378774,yttrium
0.0072554145,syria
0.0072148116,agent
0.0070664953,alliance
0.0067533576,international
0.0066664373,hire
0.006641179,freeze
0.006272939,exempt
0.0061896127,joule
0.0059229503,certificate
0.0058933473,old_age
0.005733668,basic
0.0048126597,publish
0.00436302,tabun
0.0042890226,countrywide
0.004240732,pickings
0.0041304836,exemption
0.004054303,resume
0.003828096,double
0.003780089,toyota
0.0035820443,present
0.0034696152,worker
0.003410876,carry
0.003281362,range
0.003224833,procedure
0.0032164343,dieter
0.0031952865,teletypewriter
0.0031786372,value
0.0031519914,peer
0.0030783152,sow
0.0030517331,electric
0.0030207334,label
0.0030158255,taiwan
0.0029826523,distribution
0.002950474,erosion
0.0028717525,adulthood
0.0027894687,curb
0.0027829017,dirt
0.0027581814,stake
0.0026985647,cellular
0.0026887413,crop
0.0026088872,available
0.0025851936,consequence
0.0025240087,seating
0.0024665326,car_manufacturer
0.002444619,advancement
0.0024203241,plan
0.0024089026,invest
0.0024056036,purpose
0.0023495203,unfortunate
0.0021929364,completion
0.0021876288,harmonize
0.002185925,maroon
0.0021755036,date
0.002119344,subscriber
0.002084629,aid
0.0020679624,originate
0.0020602206,spin
0.0020549921,prostate_specific_antigen
0.0020418596,asset
0.0019810586,record
0.0019431453,snout
0.0019380818,assembly
0.0019322822,ordering
0.0018735556,striker
0.0018531025,mulligan_stew
0.0018473017,business
0.0018371101,precautionary
0.0017672178,hydrogen
0.0016896465,samarium
0.0016572312,reach
0.0016462262,morning
0.0015944765,americium
0.0015944758,nielsen
0.0015944727,chrome
0.0015780464,large
0.001569761,florida
0.0015262319,propane
0.0014810215,delivery
0.0014252994,refiner
0.0014130726,pipe
0.0013964573,exchange
0.0012687048,scale
0.001261973,farm
0.0012519523,grass
0.0012511162,permission
0.0012228505,hit
0.0012212475,jeep
0.0011996938,toledo
0.0011837623,conservation
0.0011816323,industry
0.0011134319,worth
0.0010672028,finish
0.0010350591,presently
0.000987569,row
0.00097413105,make
0.00095183036,deterioration
0.0009092642,expand
0.0008909031,agribusiness
0.0008522873,berkelium
0.0008414907,hargreaves
0.0008164132,future
0.00080802443,owner
0.0008078773,year
0.00079427136,halve
0.0007897387,modern
0.00078164047,accountant
0.00076261756,quickly
0.0007511617,direct
0.00071426877,equity
0.00069647754,remainder
0.0006460565,measure
0.00064421847,necessitate
0.0005959152,antiballistic_missile
0.0005835176,cent
0.00057496486,desire
0.0005740969,land
0.0005726662,honor
0.0005684129,firm
0.0005456446,profitable
0.0005285791,legume
0.0005285791,alfalfa
0.00052064756,edward
0.00050722883,wallboard
0.00050722784,ops
0.00047882265,suitable
0.00041411188,abundance
0.00040695982,interrupt
0.0004012608,high
0.00040009932,brand
0.00038928876,indianapolis
0.0003664422,chiefly
0.00035991293,attach_to
0.00035878527,indication
0.00035832555,lacy
0.00034783484,hourly
0.00031856884,million
0.000297548,handling
0.00027727912,regulation
0.00027052293,agency
0.0002614323,instrument
0.00025690952,inheritance
0.00025690952,heir
0.00025028325,united_kingdom
0.00024622845,unloading
0.00023012997,staff
0.00019329549,sporadically
0.00019329069,obloquy
0.0001835836,bug
0.00018338324,thirty
0.00018338324,popularity
0.00018338324,mandarin
0.00018338324,granddaughter
0.00018338324,dior
0.00018338324,creatively
0.00018338324,bantam
0.00018338324,air-ship
0.00018338306,wayside
0.00018338306,wax
0.00018338306,regretful
0.00018338306,ironically
0.00018338306,gun
0.00018338306,folks
0.00018338306,disengagement
0.00018338306,continuity
0.00018338306,coherence
0.00018338306,bologna
0.00018338306,band
0.00016757454,diversify
0.00016116285,militia
0.00015956744,expect
0.00014853575,pacific
0.00011656593,percentage
0.000108420565,buying
0.00010040277,grandson
0.00010040277,ernst
8.622314e-05,identify
7.597085e-05,potentially
7.354799e-05,widen
6.848879e-05,customer
6.269207e-05,restore
6.083252e-05,wednesday
5.0975337e-05,patron
4.8632333e-05,turf
4.8632333e-05,seniority
4.8632333e-05,fellow
3.322474e-05,federal
2.4980645e-05,retention
2.0154994e-05,government
1.580224e-05,city
5.948247e-07,company
5.242306e-07,regional
4.925975e-08,trader
8.370499e-12,chicago
4.3723033e-12,technology
2.078864e-14,interest
7.978145e-15,establish
4.1186556e-16,question
7.443849e-17,hope
4.8236483e-18,law
3.9629996e-18,increase
1.7216889e-20,propose
1.3248262e-21,corporation
7.4003413e-22,produce
1.1632022e-22,delay
3.2355837e-23,quest
1.3094501e-23,later
9.023843e-24,board
4.3119354e-24,adjustment
2.239564e-24,british
7.905818e-25,base
3.0298917e-25,united_states
2.3793236e-25,lithium
1.8852322e-25,billion
1.5018804e-25,office
6.126012e-26,clasp
5.987049e-26,report
3.0888598e-26,coup_d'etat
2.7423467e-26,strengthen
2.123329e-26,week
2.0795928e-26,worsen
1.8082917e-26,hours
1.7604023e-26,weekly
1.5855751e-26,concern
1.56494e-26,receive
1.5566105e-26,work
1.5167687e-26,deny
1.4114182e-26,people
1.4051115e-26,cargo
1.3751459e-26,sum
1.3388859e-26,day
1.2522421e-26,person
1.2410997e-26,expression
1.2396991e-26,say
1.1883067e-26,assurance
1.116971e-26,development
1.1118824e-26,result
1.11093694e-26,borrow
1.0789403e-26,return
1.06512215e-26,legal
1.0255143e-26,means
9.627754e-27,possible
9.54296e-27,requirement
9.327091e-27,group
9.123619e-27,lake_ontario
9.058353e-27,rule
8.747063e-27,turn
8.45066e-27,growth
8.392288e-27,cherry
8.370706e-27,north
8.2999276e-27,contract
8.128967e-27,virtually
7.910727e-27,sponsor
7.674627e-27,complete
7.637593e-27,bargain
7.488784e-27,layoff
7.3954685e-27,get
7.353665e-27,unfolding
7.336517e-27,poor_people
7.2810344e-27,number
7.095325e-27,get_down
6.994041e-27,county
6.868582e-27,end
6.866696e-27,polish
6.838673e-27,tons
6.766223e-27,rates
6.75418e-27,security
6.727977e-27,employee_turnover
6.7192044e-27,ask
6.6185415e-27,market
6.485355e-27,official
6.472626e-27,include
6.425417e-27,analyst
6.3607657e-27,unit_of_measurement
6.357394e-27,forward
6.3079444e-27,york
6.295156e-27,devising
6.2494555e-27,act
6.2391175e-27,acquisition
6.219276e-27,principal
6.1851826e-27,set
6.17375e-27,pull_off
6.1605284e-27,seven
6.1308482e-27,past
6.1194926e-27,president
6.114196e-27,efficient
6.104431e-27,telephone
6.037203e-27,activity
6.0031914e-27,agreement
5.991958e-27,february
5.9814527e-27,metallic_element
5.9787837e-27,silver
5.975751e-27,sen
5.963454e-27,motivate
5.952136e-27,practice
5.9447838e-27,sale
5.938007e-27,southwest
5.9251774e-27,committee
5.9045545e-27,roll_up
5.902618e-27,meet
5.8894826e-27,letter
5.885575e-27,recently
5.8855525e-27,deposit
5.8785518e-27,presence
5.863703e-27,late
5.8634344e-27,visit
5.8540255e-27,proposal
5.8534e-27,january
5.8502526e-27,answer
5.848423e-27,see
5.843093e-27,electronic
5.838392e-27,american
5.835876e-27,add
5.8212457e-27,castro
5.8205574e-27,name
5.8199357e-27,wage
5.8163624e-27,opportunity
5.814543e-27,wholly
5.814166e-27,senate
5.8078705e-27,march
5.801383e-27,internet
5.8001214e-27,commissariat
5.799126e-27,bank
5.7980864e-27,statement
5.7958308e-27,loan
5.793377e-27,association
5.7879653e-27,short
5.7821613e-27,estate
5.781367e-27,deficit
5.778501e-27,peter
5.7699105e-27,addition
5.7681937e-27,tell
5.76793e-27,order
5.765818e-27,brokerage
5.7641246e-27,benefit
5.761223e-27,modesty
5.757839e-27,sign
5.751605e-27,december
5.7498716e-27,confident
5.7481394e-27,serve
5.747021e-27,buy
5.7451796e-27,kale
5.744588e-27,raw
5.744588e-27,note
5.742419e-27,volt
5.741762e-27,keep
5.7402508e-27,factor
5.7385213e-27,leigh
5.7372517e-27,normally
5.7367702e-27,action
5.7361354e-27,union
5.7343416e-27,destiny
5.733926e-27,sugar
5.7327666e-27,interview
5.730755e-27,announce
5.729706e-27,production
5.7281763e-27,investing
5.7276956e-27,cash
5.7274988e-27,command
5.726472e-27,seedbed
5.7252705e-27,current
5.725249e-27,bangladesh
5.7248996e-27,purchase
5.72479e-27,export
5.72455e-27,strictly
5.724266e-27,rise
5.7230214e-27,transportation
5.72193e-27,megahertz
5.7214937e-27,indefinite
5.720577e-27,commercial
5.7173045e-27,guarantee
5.716345e-27,share
5.7141213e-27,free
5.713293e-27,involve
5.7119854e-27,closing
5.7110702e-27,money
5.7105475e-27,net_income
5.7097633e-27,use
5.7093496e-27,operator
5.7091316e-27,services
5.708631e-27,given
5.7084567e-27,exist
5.7073027e-27,probably
5.7071067e-27,community
5.70678e-27,sell
5.706606e-27,unite
5.7065844e-27,daily
5.7063883e-27,amalgamation
5.705017e-27,clear
5.7049084e-27,central
5.7045602e-27,enforce
5.7039724e-27,sincerely
5.7039073e-27,reappraisal
5.7039073e-27,certain
5.7025364e-27,topographic_point
5.702058e-27,director
5.7015577e-27,port
5.7010793e-27,volume
5.700775e-27,holocene
5.70034e-27,principle
5.7002095e-27,shield
5.6999484e-27,refinery
5.699492e-27,abdomen
5.6993613e-27,quintessence
5.6993613e-27,methyl
5.6993613e-27,butyl
5.6993182e-27,central_intelligence_agency
5.6991657e-27,item
5.698644e-27,core
5.6986006e-27,leaf
5.698427e-27,excess
5.6980355e-27,position
5.697818e-27,history
5.697644e-27,footing
5.6972748e-27,gas
5.6972097e-27,left
5.696992e-27,stocks
5.6969485e-27,labor
5.69684e-27,allice_shad
5.6962752e-27,duty
5.696101e-27,consideration
5.695949e-27,connecticut
5.695623e-27,annually
5.695406e-27,higher
5.695167e-27,foreign
5.69508e-27,fiscal
5.6950365e-27,degree_fahrenheit
5.6948628e-27,tokyo
5.6948628e-27,south
5.694754e-27,fee
5.694602e-27,career
5.694276e-27,better
5.6939506e-27,soviet
5.69369e-27,stockholder
5.6935377e-27,burglar
5.693299e-27,improvement
5.6932338e-27,income
5.69306e-27,offer
5.6930166e-27,spendthrift
5.6921695e-27,rede
5.6921264e-27,complementary_color
5.6919307e-27,unseasonable
5.6919307e-27,harvester
5.691757e-27,liter
5.691714e-27,paper
5.691388e-27,disposal
5.6912362e-27,lower_berth
5.6911927e-27,bangalore
5.691149e-27,dodo
5.6908453e-27,april
5.6908237e-27,chittagong
5.690693e-27,meeting
5.690585e-27,details
5.690346e-27,subordinate
5.690346e-27,monday
5.6900637e-27,attempt
5.689977e-27,alligator
5.6898684e-27,whirlwind
5.68976e-27,loss
5.6897167e-27,demand
5.6896296e-27,continue
5.6894128e-27,immediately
5.6892606e-27,giving
5.6892175e-27,treaty
5.6892175e-27,crew
5.689174e-27,handiness
5.6890438e-27,vault
5.6889787e-27,ridge
5.68887e-27,statistics
5.68887e-27,extension
5.688805e-27,dividend
5.6887834e-27,limestone
5.6887183e-27,supercharge
5.6886312e-27,extraordinary
5.6886096e-27,undisclosed
5.6886096e-27,thursday
5.688588e-27,declare
5.688523e-27,highly
5.688436e-27,control
5.688154e-27,revolve
5.6880022e-27,national_oceanic_and_atmospheric_administration
5.687937e-27,spouse
5.687915e-27,distributor
5.687742e-27,panel
5.68772e-27,stock
5.68772e-27,gallon
5.6876332e-27,monetary
5.6876116e-27,one-fourth
5.687568e-27,system
5.687525e-27,monetary_value
5.6874814e-27,investor
5.68746e-27,lose
5.687286e-27,open
5.6871995e-27,oil
5.6871775e-27,strike
5.6870258e-27,fuel
5.6869822e-27,today
5.6868956e-27,refer
5.686809e-27,tender
5.6867654e-27,universe
5.6867654e-27,revise
5.6867654e-27,agree
5.6867438e-27,revolutions_per_minute
5.6867222e-27,ahead
5.686635e-27,oppose
5.68657e-27,individually
5.6865485e-27,consummate
5.6863968e-27,depend
5.6863968e-27,conditions
5.68631e-27,economy
5.6862666e-27,terminal
5.6862666e-27,major
5.6862666e-27,lend
5.686223e-27,sector
5.6862015e-27,minnesota
5.6862015e-27,falls
5.68618e-27,newspaper
5.6861148e-27,tax
5.6861148e-27,groves
5.6861148e-27,gross
5.6861148e-27,blooming
5.686093e-27,wisconsin
5.686093e-27,september
5.686093e-27,commodity
5.6860497e-27,snowbound
5.6860497e-27,miserable
5.6860497e-27,inventory
5.686006e-27,traditional
5.686006e-27,ago
5.6859195e-27,decrease
5.685833e-27,management
5.685833e-27,admit
5.6857026e-27,earlier
5.685659e-27,borrowing
5.685616e-27,abnormal
5.685594e-27,partially
5.685594e-27,park
5.685594e-27,industrial
5.6855725e-27,ohio
5.6855725e-27,breakwater
5.685529e-27,commonwealth
5.6854858e-27,sycamore
5.685464e-27,airline
5.685399e-27,nova
5.685334e-27,integration
5.685312e-27,national
5.6852254e-27,reflect
5.6852254e-27,london
5.6851603e-27,retail
5.6851387e-27,pressure
5.6850736e-27,aerospace
5.68503e-27,privately
5.68503e-27,catch
5.684965e-27,pay
5.6849003e-27,rose
5.6848784e-27,tomorrow
5.6848133e-27,bachelor_of_arts
5.6847917e-27,nilsson
5.6847917e-27,mention
5.684748e-27,balance
5.6846834e-27,gross_sales
5.6846615e-27,sweden
5.6846615e-27,register
5.6846615e-27,base_on_balls
5.6846183e-27,show
5.6846183e-27,cairo
5.684575e-27,division
5.6845317e-27,raise
5.684488e-27,copper
5.6844446e-27,preliminary
5.684423e-27,bonus
5.6844015e-27,unfinished
5.6844015e-27,fall
5.6844015e-27,decoration
5.6844015e-27,cavendish
5.684358e-27,ease
5.6843364e-27,manipulative
5.6843364e-27,figure
5.684315e-27,prior
5.684315e-27,goteborg
5.6842713e-27,approve
5.6842497e-27,meter
5.6842497e-27,interim
5.6842278e-27,hostile
5.6841627e-27,message
5.684141e-27,seek
5.684098e-27,uncertainty
5.684098e-27,stopping_point
5.684098e-27,saying
5.684098e-27,satisfy
5.684098e-27,night
5.684098e-27,canadian
5.6840544e-27,impact
5.6840544e-27,goodyear
5.684011e-27,printer
5.684011e-27,outstanding
5.684011e-27,load
5.684011e-27,butane
5.6839893e-27,side
5.6839678e-27,property
5.6839678e-27,congress
5.6839462e-27,village
5.6839462e-27,canada
5.6839027e-27,dispute
5.683881e-27,yorkshire
5.683881e-27,white
5.683881e-27,scope
5.683881e-27,governor
5.683881e-27,brazil
5.683881e-27,annual
5.683859e-27,criticism
5.683859e-27,climb
5.683859e-27,assets
5.683859e-27,african
5.683816e-27,multiple
5.6837944e-27,petroleum
5.6837944e-27,insured
5.6837944e-27,heinz
5.6837944e-27,franklin
5.6837944e-27,end_product
5.6837944e-27,electricity
5.6837944e-27,believe
5.6837725e-27,treasury
5.6837725e-27,necktie
5.6837293e-27,ship
5.6837293e-27,language
5.6837293e-27,hide
5.683686e-27,trip
5.683686e-27,triangle
5.683686e-27,local
5.683686e-27,belief
5.6836427e-27,account_payable
5.6836207e-27,prosecute
5.6836207e-27,debt
5.6836207e-27,call
5.6836207e-27,banks
5.683599e-27,software
5.683599e-27,protective
5.683599e-27,previously
5.683599e-27,function
5.683534e-27,representative
5.683534e-27,exercise
5.6835125e-27,retain
5.683469e-27,dubnium
5.683469e-27,dessert
5.683469e-27,degree
5.6834474e-27,luther
5.6834474e-27,failure
5.683426e-27,thunderstorm
5.683426e-27,populace
5.683426e-27,petal
5.683426e-27,personal_digital_assistant
5.6833823e-27,ukrainian
5.6833823e-27,honey
5.6833823e-27,give
5.6833823e-27,food_and_agriculture_organization
5.6833823e-27,elevated_railway
5.6833823e-27,azerbaijan
5.6833607e-27,augment
5.683339e-27,reticuloendothelial_system
5.683339e-27,machine
5.683339e-27,list
5.683339e-27,debit
5.683339e-27,ball
5.6832956e-27,stipulation
5.6832956e-27,spar
5.6832956e-27,mobile
5.6832956e-27,introduction
5.6832956e-27,exploration
5.6832956e-27,england
5.683274e-27,unimpressed
5.683274e-27,need
5.683274e-27,leon
5.683274e-27,garage
5.683274e-27,fund
5.683274e-27,decision
5.683252e-27,zhou
5.683252e-27,wind
5.683252e-27,respect
