probability,word
0.11719667,volt
0.08499902,connecticut
0.07411799,internet
0.05776161,note
0.03444503,year
0.030150449,include
0.023312876,consequence
0.023014797,february
0.022760587,revolutions_per_minute
0.02132132,share
0.021127291,addition
0.018660165,reflect
0.018399963,repeat
0.018257495,end
0.015269082,calendar_month
0.014804743,adjust
0.014115345,ago
0.0134042315,bankruptcy
0.013181387,gross_sales
0.012865308,time_period
0.012748643,tax
0.012657476,split
0.011677556,stock
0.01147146,company
0.010622167,change
0.010316223,fiscal
0.00910045,december
0.008329404,prior
0.008251007,sale
0.008205307,accounting
0.007778914,corporation
0.0066341236,pension
0.0063184435,data
0.0060239853,thursday
0.0059858197,chapter
0.0058315354,january
0.0057839304,recognition
0.005107266,benefit
0.0047026,dilute
0.0044710524,march
0.004287704,drug
0.0039373264,litigation
0.0038429762,second
0.003653279,proceeding
0.0036002847,termination
0.0032690617,industry
0.0032035217,november
0.0031986586,trustee
0.003190643,current
0.0031173902,orion
0.0030708527,franklin
0.002921634,cardinal
0.0028673138,plan
0.00267035,populace
0.0025939026,insured
0.0025365348,june
0.002436458,interim
0.0022502756,peer
0.0021928716,lombard
0.0021697115,electronics
0.0021680868,credits
0.0021149023,murdoch
0.0020749816,effective
0.0020391876,mediterranean
0.0019481543,dividend
0.0019254108,food
0.0018582399,acquisition
0.0018091269,operations
0.0017288907,pan
0.0016498937,comparable
0.0016429881,sister
0.0015912273,oversee
0.0015424623,shop
0.0015143474,beam
0.0014020365,october
0.0013669232,abrogation
0.0013418243,method
0.0013310057,toilet
0.0012986506,real_property
0.0012698135,prefer
0.0012137231,accumulative
0.0011846065,mccormick
0.001163635,show
0.0011602486,cook
0.0011579285,manner
0.0011547965,tractor
0.0011547965,rocky
0.0010582708,imperativeness
0.0010463491,winnebago
0.0010342796,israel
0.0010074303,rupert
0.0009532666,town
0.00090815406,phot
0.00090815406,canterbury
0.00089771673,consolidate
0.00088164763,robin
0.00083026296,entertainment
0.0007983548,figure
0.0007979932,marketable
0.0007695751,neodymium
0.00074628944,new
0.00069837115,charge
0.00068403315,salmonella
0.0006618846,switch_over
0.00065484195,calendar
0.00060783664,sierra
0.00056289276,reversion
0.00055145426,coverage
0.00052414386,critic
0.00049773225,antibiotic
0.0004917487,electric
0.0004898587,decrease
0.00047928156,undergarment
0.0004597072,security
0.00044598247,class
