probability,word
0.0723151,cable
0.04923184,california
0.044045676,health
0.03934378,service
0.031084752,facility
0.024588533,caliph
0.022983652,electronics
0.02269907,care
0.020636702,hike
0.020097313,trade_name
0.017514905,southeast
0.017215503,philip
0.014589722,democracy
0.014531234,industry
0.012478703,ailment
0.011545295,assortment
0.011074417,design
0.010736166,system
0.0102627,state
0.010062209,services
0.009904457,increasingly
0.009614127,inspection
0.009583177,pork
0.009104947,water
0.008747811,superintendent
0.008101154,structure
0.008038268,douglas
0.007991451,meat
0.0079642255,wyoming
0.0079467185,national
0.007931205,continue
0.007861079,semifinal
0.007687488,utah
0.0076862713,informal
0.007314199,populace
0.007174327,deduction
0.0068768132,paul
0.006787051,roll_up
0.006786925,bottle
0.006385946,penuche
0.0063588386,practice
0.006264112,multilateral
0.0061292686,community
0.005846693,frustration
0.0058014207,sent
0.005549402,waste
0.005544435,thwart
0.0054458026,boise
0.0054394985,arizona
0.0051490706,outright
0.0050506033,seed
0.0045455345,approach
0.0045174053,federation
0.004498309,bring
0.004424825,supply
0.0044143633,education
0.0043673785,prospective
0.004367077,department
0.0042490675,retention
0.004183619,rockford
0.0041836128,cascade
0.0039546443,son
0.0038251784,begin
0.0035235314,april
0.0034744132,northeastern
0.0034415396,express
0.0034278296,fabrication
0.0032108517,principal
0.0032107583,expand
0.0031890017,receive
0.0030188917,area
0.002935432,convenience
0.0029219291,acquirer
0.00270217,consumer
0.0026064871,bud
0.0024030402,krypton
0.0023879497,process
0.0023580033,associate
0.0023451205,alpha
0.00232015,park
0.0021765474,spokesman
0.0019964925,salt
0.0019829355,vine
0.0019829355,sludge
0.0019829355,landfill
0.0019829355,counterproductive
0.0019829345,morristown
0.0019829327,cherry
0.001982929,unimpressed
0.001982823,delorme
0.0018780216,television
0.0018545911,heritage
0.0017864836,use
0.0017464967,accomplishment
0.0016635136,award
0.0016481403,monte
0.0016263496,solution
0.0015572791,board
0.0014650212,neo
0.0014159931,texas
0.0014021789,indicate
0.0013739271,mendelevium
0.0013469944,pepsi
0.0013271993,reciprocal
0.0012939455,subpoena
