basic word,word form Word2Vec
people,people
people,peole
people,poeple
people,individuals
people,folks
people,peple
people,peo_ple
people,peope
people,citizens
people,Americans
people,People
people,persons
people,others
people,residents
people,pople
people,ofpeople
people,teenagers
people,poeople
people,youths
people,peoplewho
people,children
people,person
people,peolpe
people,families
people,kids
people,those
people,workers
people,peoople
people,adults
people,people.I
people,someone
people,eople
people,foreigners
people,peoplein
people,peopl
people,them
people,Brevardians
people,peop
people,students
people,Michiganians
people,peopel
people,everyone
people,locals
people,peoples
people,Ozarkers
people,pepole
people,Augustans
people,thepeople
people,somebody
people,Lincolnites
people,Merapi_fertile_slopes
people,schoolchildren
people,prople
people,anyone
people,Stark_Countians
people,Santa_Barbarans
people,everybody
people,patients
people,Illinoisans
people,Christians
people,Mid_Southerners
people,Crilly_niece
people,Alabamians
people,Kodiakans
people,Texomans
people,peopple
people,villagers
people,voters
people,Ugandans
people,Quad_Citians
people,thirtysomething_Garth_Brooks
people,anybody
people,Delawareans
people,Kunga_Yeshi
people,Sudburians
name,name
name,names
name,surname
name,moniker
name,Trajche_Shoposki
name,monikers
name,nickname
name,forename
name,pseudonym
name,monicker
name,Name
name,patronymic
name,prefix
name,surnames
name,mailing_address
name,alias
name,identity
name,Steelerstahl
name,birthdate
name,nicknames
name,Sumaiya_uses
name,logo_dsPIC
name,initials
name,spelled_incorrectly
name,logo
name,Daood_Sayed_Gilani
name,_to_disclose
name,palmsolo
name,suffix
name,Rapamune_R
name,nom_de_guerre
name,nom_de_plume
use,use
use,using
use,utilize
use,used
use,uses
use,Use
use,usage
use,Using
use,Utilize
use,utilizing
use,utilized
use,_Use
use,misuse
use,beused
use,touse
use,apply
use,overuse
use,theuse
use,prescribe
use,access
like,like
like,really
like,weird
like,crazy
like,kind
like,maybe
like,loooove
like,anymore
like,Kinda_reminds
like,definitely
like,kinda_fishy
like,sort
like,don'ta
like,nicer
like,Iike
like,kinda
like,alright
like,differently
like,think
like,loooooove
like,okay
like,nice
like,Wow
like,certainly
like,just
like,do
like,sixteenth_pole_Castanon
like,heck
like,pretty
like,llike
like,viral_McSween
like,I'ma_purist
like,chase_broads
like,want
like,yeah
like,d'_ya
like,Oh_golly
like,actually
like,WIMBLEDON_England_Improbable
like,RICHARD_SEDDON_Yes
like,Hey_how'd
like,COACH_FISHER
like,Filner_D_Calif
like,likea
like,hey
like,awfully
like,Nobody_cares
like,Pretty_classless
like,kinda_weird
like,reprove_yourself
like,gratuitously_embarrassed
like,OK
like,silly
like,dorkier
like,How're
like,liked
like,Ohmigosh
like,Crave_Online_How
like,always
like,oh_gee
like,know
like,Really
like,Johnnie_Baston_die
like,why_can'tI
like,basically
like,Chiddy_Bang_maybe
like,freaking_awesome
like,likethe
like,good
like,Hmm
like,Vincent_Lecavalier_Stamkos
like,far_apart_Chervitz
like,Ireally
like,pretty_darn
like,Like
like,Pff
like,COACH_SABAN
like,anyway
like,Ehh
like,liken
like,Laughing.
like,RUSH_Yeah
like,everywhere
like,greatly_exaggerated_Ferrer
like,awesome
like,strange
like,Ye_gods
like,Q.Do
like,Indeed_Rakieten
like,kind've
like,I'ma_tree_hugger
like,Cinder_fella
like,lke
like,exclaim_Wow
like,friggin_awesome
like,Hmmm.
like,Hmm.
like,wierd
like,We'e
like,something
like,crooks_sociopaths
like,Geez
like,Ben_Hur_proportions
like,whatnot
like,af_**_kin
like,Hint_hint
like,petrifies
like,darker_angrier
like,Whaddaya_mean
like,I'ma_late_bloomer
person,person
person,someone
person,persons
person,woman
person,somebody
person,peson
person,man
person,people
person,anyone
person,guy
person,Someone
person,individuals
person,foreigner
person,aperson
person,citizen
person,child
person,perpetrator
person,somone
person,anybody
different,different
different,Different
different,diff_erent
different,differing
different,dif_ferent
different,differ_ent
different,diferent
different,varying
different,differently
different,diffferent
different,divergent
different,dissimilar
different,differerent
different,distinct
different,similar
different,various
different,varied
different,vastly_differing
different,starkly_different
different,diametrically_opposite
different,differnt
different,contrasting
different,identical
different,differnet
different,diffrent
different,other
different,differed
different,similiar
different,same
different,diametrically_different
different,strikingly_similar
different,differs
different,variety
different,separate
different,widely_divergent
different,vary
different,diametrically_opposed
different,differenct
different,backgrounds_ethnicities
different,kinds
different,changed
different,interesting
different,wildly_differing
different,diverging
different,deferent
different,differents
different,differ
different,multiple
different,wildly_divergent
different,unique
different,strange
different,multiplicity
different,Differing
different,seperate
different,qualitatively_different
different,religions_ethnicities
different,differs_greatly
different,diverge
different,polar_opposites
different,diffent
normally,normally
normally,usually
normally,typically
normally,ordinarily
normally,generally
normally,Normally
normally,customarily
normally,traditionally
normally,often
normally,rarely
normally,sometimes
normally,Usually
normally,seldom
normally,tend
normally,Typically
normally,occasionally
normally,routinely
normally,ususally
normally,infrequently
normally,Generally
normally,naturally
normally,normal
normally,Ordinarily
normally,habitually
normally,mostly
normally,invariably
normally,frequently
change,change
change,changes
change,changing
change,changed
change,alter
change,shift
change,Changing
change,Change
change,seismic_shift
change,Changes
change,altering
change,drastically_alter
change,rethink
change,paradigm_shift
change,tweak
change,altered
change,adjust
change,alterations
change,alters
change,radically_alter
change,revision
change,reshape
change,reshaping
change,reversal
change,modify
change,readjustments
change,adjustment
change,drastically_altered
change,readjustment
change,recalibrate
change,rethinking
change,shakeup
nitrogen,nitrogen
nitrogen,Nitrogen
nitrogen,nutrient
nitrogen,nitrogen_fertilizer
nitrogen,phosphorus
nitrogen,carbon_dioxide
nitrogen,atmospheric_nitrogen
nitrogen,potassium_NPK
nitrogen,nitrogen_fertilizers
nitrogen,nitrification
nitrogen,ammonia
nitrogen,methane
nitrogen,nutrients
nitrogen,nitrogen_phosphorus
nitrogen,fertilizer
nitrogen,inorganic_nitrogen
nitrogen,phosphorous
nitrogen,CO2
nitrogen,phosphorous_fertilizers
nitrogen,phosphorus_fertilizer
nitrogen,CO_-2
nitrogen,soils
nitrogen,soluble_salts
nitrogen,sulfate
nitrogen,nitrous_oxide_emissions
nitrogen,synthetic_nitrogen_fertilizer
nitrogen,NH3
nitrogen,carbon_dioxide_CO2
nitrogen,nitrogen_leaching
nitrogen,nitrate_nitrogen
nitrogen,denitrification
nitrogen,dissolved_solids
nitrogen,sulphate
nitrogen,phosphorus_pollution
nitrogen,phosphates
nitrogen,nutrient_runoff
nitrogen,nitrogen_phosphorous
nitrogen,nitrate
nitrogen,Nitrogen_fertilizer
nitrogen,inoculants
nitrogen,potash_phosphate
nitrogen,nutrient_loading
nitrogen,calcium_nitrate
nitrogen,greenhouse_gas_nitrous_oxide
nitrogen,phosphorous_discharges
nitrogen,phosphorus_runoff
nitrogen,dissolved_oxygen
nitrogen,bacterial_decomposition
nitrogen,winterizer
nitrogen,soil_pH
nitrogen,iron_sulphate
nitrogen,methane_CH4
nitrogen,phosphorus_discharges
nitrogen,absorbs_carbon_dioxide
nitrogen,chelated_iron
nitrogen,ammonium
nitrogen,iron_chelate
nitrogen,sulfur
nitrogen,urea
nitrogen,liquid_nitrogen_fertilizer
nitrogen,dissolved_salts
nitrogen,nitrogen_fixation
nitrogen,hydrous
nitrogen,Hydrogen_Sulfide_H2S
nitrogen,ozone_O3
nitrogen,sediment
nitrogen,iron_sulfate
nitrogen,de_nitrification
nitrogen,nitrate_fertilizers
nitrogen,nutrient_pollution
nitrogen,carbonic_acid
nitrogen,phosphorous_nitrogen
nitrogen,cyclohexane
nitrogen,Trichodesmium
nitrogen,water_vapor
nitrogen,nitrogen_phosphorus_potassium
nitrogen,hydrogen_peroxide_H#O#
nitrogen,nitrate_leaching
nitrogen,nitrogen_fertilization
nitrogen,gases
nitrogen,absorbs_CO2
nitrogen,selenium
nitrogen,alkalinity
nitrogen,organic_manures
nitrogen,N2O_emissions
nitrogen,fertilizers
nitrogen,absorbing_carbon_dioxide
nitrogen,Carbon_dioxide_CO2
nitrogen,dimethyl_sulphide
nitrogen,foliar_feeding
nitrogen,soluble_sugars
nitrogen,manure
nitrogen,soluble_fertilizer
nitrogen,sulphate_aerosols
nitrogen,water_soluble_fertilizer
nitrogen,root_nodules
nitrogen,sulfur_trioxide
nitrogen,pH
nitrogen,phosphate_fertilizer_products
nitrogen,orthophosphate
nitrogen,pH_soils
nitrogen,compost_manure
nitrogen,volatilization
nitrogen,dinitrogen
nitrogen,anerobic
nitrogen,potent_greenhouse_gas
nitrogen,algae
nitrogen,water_soluble_fertilizers
nitrogen,boron_trifluoride
nitrogen,isoprene
nitrogen,CO_²
nitrogen,foliar_sprays
nitrogen,inorganic_fertilizers
nitrogen,humic_acids
nitrogen,anthropogenic_carbon_dioxide
nitrogen,thatch_buildup
nitrogen,polyphosphate
nitrogen,acidifying
nitrogen,sulfuryl_fluoride
nitrogen,NH4_+
nitrogen,nutrient_discharges
nitrogen,inoculant
nitrogen,phosphorus_concentrations
nitrogen,nitrogenous_compounds
nitrogen,Carbon_dioxide
nitrogen,Excess_nitrogen
nitrogen,sulfur_dioxide
nitrogen,salinity
nitrogen,urea_ammonium_nitrate_UAN
nitrogen,nitrogen_tetroxide
nitrogen,phosphate
nitrogen,ensiling
nitrogen,reactive_nitrogen
nitrogen,elemental_sulfur
nitrogen,Soil_pH
nitrogen,carbon_tetrachloride
nitrogen,backwashing
nitrogen,aluminum_sulfate
nitrogen,dechlorination
nitrogen,Sewage_sludge
nitrogen,carbonate_ions
nitrogen,phytoplankton_blooms
nitrogen,nitrogen_phosphate
nitrogen,anaerobic_decomposition
nitrogen,nitrogenous
nitrogen,phytoplankton
nitrogen,foliar
nitrogen,methanogenesis
nitrogen,gaseous_hydrogen
nitrogen,nitrogen_fixers
nitrogen,oxidizer
nitrogen,livestock_manure
nitrogen,oxygen
nitrogen,urea_nitrogen
nitrogen,overfertilizing
nitrogen,pollutants
nitrogen,pollutant
nitrogen,propionic_acid
nitrogen,CO_₂
nitrogen,Ammonia
nitrogen,chloride
nitrogen,phosphorous_potassium
nitrogen,photosynthetic_machinery
nitrogen,neutralizes_acid
nitrogen,farmyard_manure
nitrogen,inorganic_fertilizer
nitrogen,anammox
nitrogen,sulfate_aerosols
nitrogen,soil_compaction
nitrogen,carbondioxide
nitrogen,inorganic_salts
nitrogen,photosynthesis
nitrogen,dolomite_lime
nitrogen,sodium_chloride_salt
nitrogen,Fertilizing
nitrogen,CO2_CH4
nitrogen,granular_urea
nitrogen,atmospheric_carbon_dioxide
nitrogen,nitrification_inhibitor
nitrogen,aeration
nitrogen,Aerators
nitrogen,sodium_magnesium
nitrogen,inert_nitrogen
nitrogen,nitrates_phosphates
nitrogen,phosphorus_fertilizers
nitrogen,nutrients_nitrogen_phosphorus
nitrogen,boron
nitrogen,molecular_sieve
nitrogen,mycorrhizal_fungi
nitrogen,isotope_fractionation
nitrogen,Calcium_carbonate
nitrogen,thermal_oxidizers
nitrogen,calcium_carbonate
nitrogen,N2O
nitrogen,sidedress
nitrogen,houseplant_fertilizer
nitrogen,oVOCs
nitrogen,carbonate_minerals
nitrogen,soil_moisture
nitrogen,fermentable_sugar
water,water
water,potable_water
water,Water
water,sewage
water,groundwater
water,Floridan_aquifer
water,surficial_aquifer
water,freshwater
water,potable
water,wastewater
water,brackish_groundwater
water,aquifer
water,unboiled_water
water,Biscayne_Aquifer
water,aquifers
water,shallow_aquifer
water,acquifer
water,groundwater_aquifer
water,underground_aquifer
water,nonpotable
water,rainwater
water,shallow_aquifers
water,drinkable_water
water,water.The
water,seawater
water,sewage_effluent
water,recharge_basins
water,unchlorinated_water
water,Treated_wastewater
water,lake
water,raw_sewage_overflowed
water,porpoise_vaults
water,depleting_aquifers
water,desalinating_sea_water
water,depleted_aquifers
water,recharge_underground_aquifers
water,irrigate_landscaping
water,Basefsky
water,Pejar_Dam
water,wastewater_effluent
water,warm_Gruben
water,recharge_groundwater
water,river
water,Upper_Floridan_Aquifer
water,resevoir
water,Potable_water
water,Feitsui
water,turbid_water
water,CRMWD
water,desalinated_seawater
water,effluent
