basic word,word form Word2Vec
bacillus,bacillus
bacillus,bacterium
bacillus,bacilli
bacillus,Bacillus
bacillus,tuberculosis_bacillus
bacillus,protozoan_parasite
bacillus,parasite
bacillus,staphylococci
bacillus,bacteria
bacillus,Mycobacterium
bacillus,spirochetes
bacillus,Mycobacterium_leprae
bacillus,mycobacterium_tuberculosis
bacillus,tubercle_bacillus
bacillus,spore_forming
bacillus,Legionella_pneumophila
bacillus,Escherichia_coli_bacteria
bacillus,Salmonella_typhi
bacillus,histolytica
bacillus,Bartonella
bacillus,coli
bacillus,S._enterica
bacillus,urease
bacillus,anaerobic_bacterium
bacillus,pathogen
bacillus,Enterobacter
bacillus,outer_membrane_proteins
bacillus,Serratia_marcescens
bacillus,naturally_occurring_bacteria
bacillus,Salmonella_enterica
bacillus,naturally_occurring_bacterium
bacillus,Leishmania_donovani
bacillus,Francisella_tularensis
bacillus,microscopic_parasites
bacillus,staphylococcus_bacteria
bacillus,Leptospira
bacillus,Enterobacter_cloacae
bacillus,Staphylococcus_aureus_bacteria
bacillus,Klebsiella_pneumoniae
bacillus,enterotoxin
bacillus,Toxoplasma_gondii
bacillus,Ascaris
bacillus,Panton_Valentine_Leukocidin
bacillus,bacterial_strains
bacillus,oocyst
bacillus,Rickettsia
bacillus,Borrelia
bacillus,opportunistic_pathogen
bacillus,bacterium_Escherichia_coli
bacillus,Borrelia_burgdorferi
bacillus,spore_forming_bacterium
bacillus,whipworm
bacillus,mycobacteria
bacillus,cocci
bacillus,enterobacteriaceae
bacillus,K._pneumoniae
bacillus,parasites
bacillus,Pseudomonas_bacteria
bacillus,Staphylococcus_aureus_bacterium
bacillus,spirochete
bacillus,bacterial_pathogen
bacillus,genus_Plasmodium
bacillus,brucei
bacillus,toxoplasma_gondii
bacillus,pyogenes
bacillus,microfilariae
bacillus,bacteria_Bacillus
bacillus,Bacillus_subtilis
bacillus,bacterium_E._coli
bacillus,H._pylori
bacillus,Candida_species
bacillus,infective_agent
bacillus,Yersinia_pestis
bacillus,C._jejuni
bacillus,Acinetobacter
bacillus,Pseudomonas_aeruginosa
bacillus,microorganism
bacillus,Salmonella_typhimurium
bacillus,anthracis
bacillus,parasitic_worms
bacillus,Onchocerca_volvulus
bacillus,TB_bacterium
bacillus,pathogenic_organisms
bacillus,Helicobacter_pylori
bacillus,Aspergillus
bacillus,parasite_Plasmodium_falciparum
bacillus,bacterial_toxin
bacillus,Streptococcus
bacillus,S._aureus
bacillus,mosquito_Aedes_aegypti
bacillus,micro_organism
bacillus,mutant_strain
bacillus,causes_Chagas_disease
bacillus,subtilis
bacillus,cholera_bacterium
bacillus,Staphylococcus_bacteria
bacillus,pathogens
bacillus,Agrobacterium_tumefaciens
bacillus,bacterium_Clostridium
bacillus,Aspergillus_oryzae
bacillus,E._faecalis
bacillus,Giardia_lamblia
bacillus,bacterial
bacillus,Penicillium
bacillus,plasmodium_falciparum
bacillus,dermatophytes
bacillus,Klebsiella_pneumonia
bacillus,Enterobacter_sakazakii
bacillus,virulent_pathogen
bacillus,pseudomonas_aeruginosa
bacillus,rickettsial
bacillus,toxin
bacillus,Klebsiella_bacteria
bacillus,Streptococcus_pyogenes
bacillus,Babesia
bacillus,phytoplasma
bacillus,commensal_bacteria
bacillus,S._typhimurium
bacillus,Francisella
bacillus,Streptococcus_bacteria
bacillus,Bacteriophages
bacillus,protozoan_parasites
bacillus,protozoans
bacillus,coagulase_negative_staphylococci
bacillus,A._fumigatus
bacillus,bacteria_Pseudomonas
bacillus,bacterias
bacillus,parasite_Trypanosoma_cruzi
bacillus,kurstaki
bacillus,C._botulinum
bacillus,paramyxoviruses
bacillus,pathogenic_strains
bacillus,Escherichia_Coli
bacillus,Enterococci
bacillus,bacterium_Vibrio_cholerae
bacillus,mycobacterium
bacillus,genetically_attenuated
bacillus,virulence_genes
bacillus,murine_leukemia_virus
bacillus,corona_virus
bacillus,Clostridium_tetani
bacillus,Shiga_toxin
bacillus,Giardia
bacillus,pathogenic_bacteria
bacillus,H._influenzae
bacillus,Cryptosporidium_parvum
bacillus,Histoplasma_capsulatum
bacillus,bacterium_Bacillus_anthracis
bacillus,Pseudomonas
bacillus,NS1_protein
bacillus,Treponema_pallidum
bacillus,T._cruzi
bacillus,bacteria_protozoa
bacillus,organism
bacillus,oocysts
bacillus,Burkholderia
bacillus,T._pallidum
bacillus,staphylococcal
bacillus,P._falciparum_parasite
bacillus,typhimurium
bacillus,CHIKV
bacillus,Clostridium
bacillus,multiresistant
bacillus,Pasteurella
bacillus,anthrax_bacterium
bacillus,Plasmodium_species
bacillus,hemolymph
bacillus,Nosema
bacillus,Enterococcus_faecalis
bacillus,Enterococcus
bacillus,reassorted
bacillus,Campylobacter_jejuni
bacillus,B._cepacia
bacillus,Anisakis
bacillus,Y._pestis
bacillus,parasitic_fungus
bacillus,Bacteroides
bacillus,helminth_infections
bacillus,trypanosome
bacillus,enterobacter
bacillus,Hookworms
bacillus,Helicobacter
bacillus,Trypanosoma_brucei
bacillus,Staphylococcus_epidermidis
bacillus,nonpathogenic
bacillus,lectin
bacillus,plague_bacterium
bacillus,Nosema_ceranae
bacillus,nonbacterial
bacillus,bacteria_Escherichia_coli
bacillus,microbe
bacillus,Serratia
bacillus,capsids
bacillus,MDRSP
bacillus,TB_germ
bacillus,mucoid
bacillus,Methicillin_resistant
bacillus,Stenotrophomonas_maltophilia
bacillus,monocytogenes
bacillus,Streptococcus_salivarius
american,american
american,america
american,americans
american,british
american,indian
american,canadian
american,chinese
american,european
american,mexican
american,african
american,australian
american,nigerian
american,thats
american,japanese
american,usa
american,dont
american,george_bush
american,india
american,washington
american,german
american,texas
american,korean
american,obama
american,mexico
american,russian
american,reid
american,germany
american,pakistani
american,omaha
american,asian
american,ethiopia
american,african_american
american,georgia
american,whats
american,michigan
american,south_african
american,.....
american,iraqi
american,brits
american,britain
american,canadians
american,wv
american,mcdonald
american,oklahoma
american,utah
american,europeans
american,nebraska
american,i_dont
american,dominican
american,iranian
american,sri_lanka
american,foriegn
american,hispanics
american,illinois
american,texan
american,europe
american,hollywood
american,english
american,sns_ap
american,notre_dame
american,waco
american,florida
american,spanish
american,washington_dc
american,reagan
american,arab
american,italian
american,jimmy_carter
american,americas
american,austin
american,missouri
american,kansas
american,cuba
american,maryland
american,barry
american,dutch
american,latinos
american,nevada
american,thier
american,ryan
american,atlanta
american,switzerland
american,saudi
american,ron_paul
american,french
american,shyt
american,penn
american,wal_mart
american,israeli
american,massachusetts
american,gilbert
american,curtis
american,lol
american,pakistan
american,nigeria
american,england
american,wisconsin
american,dumbass
american,watever
american,howard
american,i'ma
american,birmingham
american,malaysian
american,swedish
american,cleveland
american,russians
american,connecticut
american,afghanistan
american,japan
american,bruce
american,south_carolina
american,iran
american,california
american,canada
american,carl
american,jewish
american,singapore
american,rochester
american,gibbs
american,u_dont
american,chicago
american,latin_america
american,cuban
american,christian
american,cant
american,steve
american,irish
american,ronnie
american,tennessee
american,north_carolina
american,harvard
american,west_virginia
american,germans
american,france
american,kyle
american,whos
american,todd
american,mexicans
american,africans
american,sweden
american,cali
american,russia
american,alabama
american,australia
american,delaware
american,alexander
american,evry
american,wht
american,alan
american,ashley
american,osama
american,wyoming
american,atl
american,hillary
american,columbia
american,norman
american,bryant
american,baltimore
american,haha
american,bradley
american,becuz
american,comming
american,kevin
american,st_louis
american,reynolds
american,wtf
american,obamas
american,spain
american,nbc
american,ralph
american,koreans
american,colorado
american,stewart
american,oh_yea
american,fla
american,cubans
american,johnson
american,saudi_arabia
american,hitler
american,beleave
american,el_paso
american,libs
american,filipino
american,walmart
american,athens
american,patrick
american,raymond
american,indians
american,truley
american,virginia
american,zimbabwe
american,nigerians
american,eric
american,mccain
american,davis
american,gordon_brown
american,carlos
american,pakistanis
american,coleman
american,kkk
actor,actor
actor,actress
actor,Actor
actor,thesp
actor,thespian
actor,actors
actor,funnyman
actor,comedian_Dom_DeLuise
actor,entertainer
actor,Shakespearean_actor
actor,Oscarwinning
actor,politician_Vinod_Khanna
actor,ADRIEN_BRODY
actor,ACTOR
actor,JASON_SCHWARTZMAN
actor,Breakthrough_Actor
actor,Shanthnoo
actor,comedian
actor,costar
actor,plays_werewolf_Alcide
actor,heart_throb
actor,actor_Om_Puri
actor,Downey_Jr
actor,actress_Brenda_Blethyn
actor,actress_Jill_Clayburgh
actor,LIEV_SCHREIBER
actor,HUGH_GRANT
actor,Pete_Postlethwaite_dies
actor,Best_Actor
actor,actor_Forest_Whitaker
actor,screenwriter
actor,bodybuilder_Lou_Ferrigno
actor,JAMES_McAVOY
actor,turned_politician_Shatrughan
actor,comedian_Mario_Cantone
actor,Spaniard_Javier_Bardem
actor,actress_Rachel_Weisz
actor,actor_Irrfan_Khan
actor,Best_Supporting_Actor
actor,Hollywood_heartthrob
actor,Downey_Jnr
actor,KEVIN_SPACEY
actor,Defiant_Ones_remained
actor,JOAQUIN_PHOENIX
actor,filmmaker
actor,Colin_Farell
actor,politician_Vijayakanth
actor,WARREN_BEATTY
actor,Danny_Boyle_Slumdog
actor,Susan_Penhaligon
actor,Comedic_actor
actor,actress_Claire_Danes
actor,David_Bennent
actor,Actors_Susan_Sarandon
actor,Craig_Bankey_spokesman
actor,actress_Imelda_Staunton
actor,Oscar_nominated
actor,musician_Jared_Leto
actor,actor_Prakash_Raj
actor,Malayalam_superstar_Mohanlal
actor,actor_Naseeruddin_Shah
actor,singer
actor,SIR_ANTHONY_HOPKINS
actor,Matt_Borlenghi
