basic word,probability,word form Word2Vec
volt,0.1958092600107193,volt
volt,0.14977839509310265,volts
volt,0.1460067023580205,volt_electrical
volt,0.13641052651392016,volt_AC
volt,0.12436231389132857,###V
volt,0.12181862363952778,voltage
volt,0.12160269585273298,amperes
volt,0.11880432962473364,###/###V
volt,0.11839087944111082,##v
volt,0.11733184007168429,###V_##A
volt,0.11714281426578577,volt_socket
volt,0.1165938621306637,###v_outlet
volt,0.11654976855850485,###V_AC
volt,0.11645826681003335,milliamps
volt,0.11628121559519755,###V_outlet
volt,0.11613764888500011,volts_AC
volt,0.11536288350632873,###V_###V
volt,0.11511940015472,###/###-volt
volt,0.11508424667686334,ampere
volt,0.11498994385445904,###VAC
volt,0.11472262803213873,##VDC
volt,0.11418388814573,##A_###V
volt,0.11378592556672729,kilovolts
volt,0.11301474322846161,volt_battery
volt,0.11295349307846436,volt_batteries
volt,0.11285545549081633,###V_ac
volt,0.11237832755978783,volt_charger
volt,0.11114787413681526,##V
volt,0.11095099365276351,##VAC
volt,0.11066784009158148,battery_charger
volt,0.11056286984594976,watt_inverter
volt,0.11025813634434378,Amperes
volt,0.1101507735147278,9V_battery
volt,0.11011526990262954,##amp
volt,0.10991668543193533,kV
volt,0.10949715458365006,Vdc
volt,0.1094453697293174,electrical
volt,0.10891345746061987,watts
volt,0.108612832200782,amperage
volt,0.10852361799602228,##Vdc
volt,0.1084541630336302,wall_wart
volt,0.10806296971663176,volt_auxiliary
volt,0.10784316711089659,V_dc
volt,0.10736459195833614,V_ac
volt,0.10732159547346765,socket
volt,0.1073009725666374,NiCad_battery
volt,0.10701124815285468,9_volt_battery
volt,0.10700826034065969,AC_inverter
volt,0.10647612632027581,inverter
volt,0.10640413872020282,volt_accessory
volt,0.10632726091188882,volt_outlet
volt,0.10558659860834929,voltage_converter
volt,0.10546846331523341,##V_DC
volt,0.1054657556104317,thyristor
volt,0.10522739588989172,output_voltages_ranging
volt,0.10516414997471735,volt_adapter
volt,0.10507197130004542,milliamp
volt,0.10500816517008449,##V_dc
volt,0.10500274976048107,watt
volt,0.10500101076041446,##kV
volt,0.10485143341240288,###v
volt,0.1048462514256272,mA
volt,0.1048191977198929,volt_shock
volt,0.10478770898043166,charger
volt,0.10437144605173465,amp_alternator
volt,0.10408895774561167,###V_##Hz
volt,0.10408636675222382,kV_AC
volt,0.10393892522308601,mains_socket
volt,0.10376726607557085,voltages
volt,0.10364890903076862,sockets
volt,0.10363650260747459,ohm
volt,0.10357734159178555,amp_circuit_breaker
volt,0.1034067328469952,mA_output
volt,0.1033285361997045,CAT5_cables
volt,0.10332281734042503,Molex_connectors
volt,0.10317041557619788,DIN_rail_mounted
volt,0.10316934183119031,standard_###V_outlet
volt,0.10312884297057856,GPIO_pins
volt,0.10308474939841972,volt_transformer
volt,0.10306403312245838,####VA
volt,0.10293772803037182,##volt
volt,0.10287469219574241,Li_Ion_battery
volt,0.10283420500627205,volt_sockets
volt,0.10277253469518488,multimeter
volt,0.10264562270374622,rectifier
volt,0.10262974995146035,AA_alkaline_batteries
volt,0.10261073766214146,dc_voltage
volt,0.10244864885056337,kilovolt_kV
volt,0.10235896780014819,#.##kW
volt,0.10235548980001496,volt_lithium_ion_battery
volt,0.1021849744243557,NiMH_battery_pack
volt,0.10214266653682902,brushless_motor
volt,0.10212309403272357,ohm_resistor
volt,0.10186141537169302,volt_transmission
volt,0.10173492354134428,inverter_charger
volt,0.10158424910604236,##.#V
volt,0.101546387923384,9v
volt,0.10108004412699678,##VDC_input
volt,0.10099475142574299,NiMH_rechargeable_battery
volt,0.10096294756546431,mOhm
volt,0.10089797432136471,kilo_volt
volt,0.10083793797007168,inductive_loads
volt,0.10068603806492415,kva
volt,0.10060777139078514,cigarette_lighter_socket
volt,0.100569886865844,##kw
volt,0.10052983150860495,##kWh
volt,0.10052266542779353,##V_AC
volt,0.10049857619197144,volt_lithium_battery
volt,0.10041603788008491,##V_input
volt,0.10040419167157744,rechargeable_battery_packs
volt,0.10037291301266116,2kW
volt,0.10028551950595777,adapter_plugs
volt,0.10022079135582729,6kW
volt,0.1002189473154882,hot_swappable_battery
volt,0.10017427018626002,amp_socket
volt,0.1001709555821062,###V_AC_input
volt,0.1001386498627479,###VAC_input
volt,0.10013393472162768,####W_####W
volt,0.10003080851633506,DIN_rail_mounting
volt,0.10001753842857841,cordsets
volt,0.09996946499720671,ohms
volt,0.09996841459448191,1kW
volt,0.09996743421860543,capacitor
volt,0.09991318675344019,RF_connectors
volt,0.09989280894057906,cordless
volt,0.0998665955570246,kilovolt
volt,0.099854504254548,Lithium_Ion_rechargeable_battery
volt,0.09983805961633418,electrical_socket
volt,0.09981681813901044,###/###V_AC
volt,0.09980936027966436,7kW
volt,0.09973422147141697,volt_cordless
volt,0.09973391802174092,##kVA
volt,0.09972963471285201,inductive_coil
volt,0.09968373211377823,milliohm
volt,0.09959405106336305,##.#kV
volt,0.0995605665587247,electric
volt,0.09954425030306613,5v
volt,0.09945388065530913,reverse_polarity
volt,0.09944064558097665,DIN_rail
volt,0.09937249778641988,rechargeable_NiMH_battery
volt,0.09928548942738225,voltage_stabilizers
volt,0.09926665220518416,adapter
volt,0.09921762174021875,+5_V
volt,0.09917412339627063,volt_jolt
volt,0.0991255481058193,mosfet
volt,0.09910948861527125,xenon_bulbs
volt,0.09904721140483197,mains_adapter
volt,0.09903469994126546,watt_LED
volt,0.09896602694534629,volt_chargers
volt,0.0989351917898027,#.#KW
volt,0.09884810173277536,induction_motors
volt,0.09883993193380469,coax_cables
volt,0.09882157322840346,##mA_output
volt,0.09874695962151847,inductance
volt,0.09858645808516897,NiMH_rechargeable_batteries
volt,0.09856400280914102,SNAP_TEX
volt,0.09849418604136595,###v_###v
volt,0.09848505920880157,kA
volt,0.09837971548664548,voltage_transformer
volt,0.09835619813675134,busbar
volt,0.09835436576755363,extension_cord
volt,0.09832117304144994,coil_voltages
volt,0.0982871399931664,horsepower_electric_motors
volt,0.09827578397259717,preamp_outputs
volt,0.09825555788457407,milliamperes
volt,0.09824995573670847,NCV####
volt,0.09814737807506102,battery_recharges
volt,0.09811300656367727,galvanic_isolation
volt,0.09807061697816088,molex
volt,0.09806391774300494,###VDC
volt,0.09803714414466391,Surge_Protector
volt,0.09802355893608983,μF
volt,0.0979905762905311,li_ion_battery
volt,0.09796655708155733,##Kw
volt,0.09795465251734292,###Vac
volt,0.09792692188540819,combiner_box
volt,0.09786276562120566,#.#Ah
volt,0.09786251469166585,lithium_ion_rechargeable_battery
volt,0.09785409396315536,millivolts
volt,0.09783946418742717,PWM_output
volt,0.09779681783680028,##kWh_lithium_ion_battery
volt,0.09773729501572825,kW
volt,0.09768884810783218,##-###_Vac
volt,0.09765088772047203,##Ah
volt,0.0976205310817253,Alternating_Current_AC
volt,0.09760195646020842,coaxial
volt,0.09753465482340218,volt_shocks
volt,0.09753075666217903,M##_connectors
volt,0.09751912053421652,electrical_outlet
volt,0.09751319159439209,Hot_swappable
volt,0.09750081434895153,fault_circuit_interrupter
volt,0.09749965890595425,Amps
volt,0.09734766563167563,Input_voltage
volt,0.09726289229621354,Lithium_polymer
volt,0.09723758342611655,mW
volt,0.09721332495874435,brushless_DC
volt,0.09720999868344915,resistive_loads
volt,0.097192970488166,+5_VDC
volt,0.09717211415850802,GFCI_protected
volt,0.09716948231612532,#.#VDC
connecticut,0.09853779524564743,connecticut
connecticut,0.06350520267011728,massachusetts
connecticut,0.06251348248228528,michigan
connecticut,0.0623232224689918,penn
connecticut,0.06098275686320154,rhode_island
connecticut,0.060787375323341664,delaware
connecticut,0.06074861147547672,alaska
connecticut,0.06064056018620834,pennsylvania
connecticut,0.06054009721382503,louisiana
connecticut,0.06031840911720954,maryland
connecticut,0.05995208488157555,wisconsin
connecticut,0.059881875330457746,minnesota
connecticut,0.05988142308556599,florida
connecticut,0.059802550401781396,illinois
connecticut,0.059767633572151535,south_carolina
connecticut,0.059408780187196975,oklahoma
connecticut,0.0593302716486499,indiana
connecticut,0.05932818075018931,ohio
connecticut,0.059110586350840766,tennessee
connecticut,0.05895544285972676,nevada
connecticut,0.05885969615550035,albuquerque
connecticut,0.05873769575431087,springfield
connecticut,0.058710020716259415,mississippi
connecticut,0.05840375695157496,las_vegas
connecticut,0.05824032034634197,virginia
connecticut,0.058120422590233645,usa
connecticut,0.05810142830477982,fbc
connecticut,0.058048785824717175,kansas
connecticut,0.05804768164238405,syracuse
connecticut,0.05794666657883418,hampshire
connecticut,0.05791744098686813,washington_dc
connecticut,0.05791630156467331,missouri
connecticut,0.05782059597361888,safeway
connecticut,0.05781621448414809,north_carolina
connecticut,0.05777531862465057,arkansas
connecticut,0.05777064346966565,colorado
connecticut,0.05747125735132208,philadelphia
connecticut,0.057387597919657196,duluth
connecticut,0.057359135858027877,san_jose
connecticut,0.05734607361595945,sacramento
connecticut,0.05719143522952974,arnold
connecticut,0.057140149484142366,montgomery
connecticut,0.05702193736808514,nj
connecticut,0.05699928988363556,bradley
connecticut,0.05698697355197302,california
